details,title,spec,ratt,locality
https://www.swiggy.com/restaurants/panchali-mumbai-caterers-vile-parle-mumbai-302657,Panchali - Mumbai Caterers,South Indian,4.6•-- MINS•₹200 FOR TWO,VILE_PARLE
https://www.swiggy.com/restaurants/panshikar-sweets-and-snacks-near-icici-bank-hanuman-road-vile-parle-mumbai-18375,Panshikar Sweets and Snacks,"Maharashtrian, Street Food",4.2•-- MINS•₹150 FOR TWO,VILE_PARLE
https://www.swiggy.com/restaurants/the-naples-pizzeria-vile-parle-mumbai-290465,The Naple's Pizzeria,"Pizzas, Fast Food",--•-- MINS•₹250 FOR TWO,VILE_PARLE
https://www.swiggy.com/restaurants/gourmet-ice-cream-cakes-by-baskin-robbins-east-vile-parle-mumbai-375596,Gourmet Ice Cream Cakes by Baskin Robbins,Desserts,--•-- MINS•₹250 FOR TWO,VILE_PARLE
https://www.swiggy.com/restaurants/mad-over-donuts-maitreya-business-park-vile-parle-mumbai-29823,Mad Over Donuts,Desserts,4.5•-- MINS•₹200 FOR TWO,VILE_PARLE
https://www.swiggy.com/restaurants/mohanlal-s-mithaiwala-s-v-road-vile-parle-mumbai-161178,Mohanlal S. Mithaiwala,Sweets,--•-- MINS•₹300 FOR TWO,VILE_PARLE
https://www.swiggy.com/restaurants/arya-bhavan-vile-parle-mumbai-252075,Arya Bhavan,"Beverages, Fast Food, South Indian",4.4•-- MINS•₹400 FOR TWO,VILE_PARLE
https://www.swiggy.com/restaurants/the-comfort-zone-vile-parle-mumbai-290462,The Comfort Zone,"Continental, Fast Food",--•-- MINS•₹250 FOR TWO,VILE_PARLE
https://www.swiggy.com/restaurants/frozen-bottle-vile-parle-mumbai-151804,Frozen Bottle,"Beverages, Ice Cream, Desserts",--•-- MINS•₹250 FOR TWO,VILE_PARLE
https://www.swiggy.com/restaurants/las-tapas-jharna-kutir-chs-subhash-road-east-vile-parle-mumbai-181909,Las Tapas,"Mexican, Tex-Mex",4.0•-- MINS•₹400 FOR TWO,VILE_PARLE
https://www.swiggy.com/restaurants/np-iyer-kitchen-vile-parle-mumbai-227555,NP Iyer Kitchen,South Indian,4.2•-- MINS•₹200 FOR TWO,VILE_PARLE
https://www.swiggy.com/restaurants/sai-chinese-corner-east-vile-parle-mumbai-32561,Sai Chinese Corner,Chinese,--•-- MINS•₹400 FOR TWO,VILE_PARLE
