details,title,spec,ratt,locality
https://www.swiggy.com/restaurants/mayoo-food-khoja-jamat-khana-andheri-west-mumbai-41154,Mayoo Food,North Indian,--•-- MINS•₹350 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/paratha-panda-andheri-west-mumbai-263520,PARATHA PANDA,"North Indian, Combo",--•-- MINS•₹350 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/mulk-express-andheri-west-mumbai-317475,Mulk Express,North Indian,--•-- MINS•₹600 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/ultimate-desi-thali-andheri-west-mumbai-354413,Ultimate Desi Thali,"Thalis, North Indian, Indian, Chinese, Tandoor, Fast Food, Snacks",3.9•-- MINS•₹200 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/badi-bhook-andheri-west-mumbai-263528,BADI BHOOK,"Indian, North Indian",--•-- MINS•₹300 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/jobees-cakes-ceasar-road-amobli-andheri-west-mumbai-368817,JOBEES CAKES,"Bakery, Desserts",--•-- MINS•₹300 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/dhekurr-andheri-west-mumbai-343995,Dhekurr,"Bengali, Mughlai",3.5•-- MINS•₹250 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/frozen-bottle-versova-andheri-west-mumbai-326199,Frozen Bottle,Beverages,4.4•-- MINS•₹250 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/popeyes-mumbai-kitchen-andheri-west-mumbai-364698,Popeyes Mumbai Kitchen,Continental,--•-- MINS•₹600 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/andaz-cafe-andheri-lokhandwala-andheri-west-mumbai-89331,Andaz Cafe,"Indian, Snacks",--•-- MINS•₹700 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/the-light-kitchen-adarsh-nagar-opposite-hp-petrol-pump-andheri-west-mumbai-237462,The Light Kitchen,"Healthy Food, Continental, Indian",3.5•-- MINS•₹500 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/pizza-bites-andheri-west-mumbai-137638,pizza bites,"Fast Food, Pizzas",3.7•-- MINS•₹300 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/bfc-burger-fries-corner-andheri-west-mumbai-241980,BFC (Burger Fries Corner),Fast Food,--•-- MINS•₹200 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/maharaja-pav-bhaji-andheri-west-mumbai-240892,Maharaja pav bhaji,Fast Food,--•-- MINS•₹300 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/pind-kaa-swaad-oshiwara-andheri-west-mumbai-241502,PIND KAA SWAAD,Indian,--•-- MINS•₹350 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/cha-n-chow-andheri-west-mumbai-263518,CHA N CHOW,Chinese,--•-- MINS•₹300 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/doolally-taproom-andheri-off-new-link-road-andheri-west-mumbai-173945,Doolally Taproom - Andheri,"Continental, Asian, Indian",--•-- MINS•₹800 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/mealful-wraps-veera-desai-road-andheri-west-mumbai-274882,MEALFUL WRAPS,"Fast Food, North Indian, Desserts, Snacks, Indian",4.1•-- MINS•₹250 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/monkey-dough-andheri-west-mumbai-367731,Monkey Dough,Desserts,--•-- MINS•₹200 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/punjab-grill-adarsh-nagar-andheri-west-mumbai-364223,Punjab Grill,"North Indian, Indian, Biryani, Punjabi, Kebabs, Mughlai, Desserts",4.2•-- MINS•₹700 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/street-foods-by-punjab-grill-adarsh-nagar-andheri-west-mumbai-364224,Street Foods by Punjab Grill,"North Indian, Indian, Biryani, Punjabi, Kebabs, Mughlai, Desserts",4.2•-- MINS•₹350 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/youmee-adarsh-nagar-andheri-west-mumbai-364225,YouMee,"Chinese, Thai, Japanese, Pan-Asian",4.5•-- MINS•₹500 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/asia-seven-adarsh-nagar-andheri-west-mumbai-364226,Asia Seven,"Chinese, Thai",--•-- MINS•₹500 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/papadellas-andheri-west-mumbai-366645,Papadellas,"Cafe, Bakery, Beverages, Continental, Desserts, Italian",--•-- MINS•₹300 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/myko-andheri-west-mumbai-365317,MYKO,"Greek, Lebanese, Mediterranean",4.2•-- MINS•₹800 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/magical-unicorn-brownies-andheri-west-mumbai-67790,Magical Unicorn Brownies,"Desserts, Snacks, Beverages, Fast Food, Ice Cream, Bakery, American, Cafe",3.6•-- MINS•₹200 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/marbellas-pizza-monginis-cake-factory-andheri-west-mumbai-339483,Marbella's Pizza,"Pizzas, Pastas, Italian, American, Italian-American, Desserts",4.0•-- MINS•₹750 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/fitoor-e-biryani-andheri-west-mumbai-263503,FITOOR E BIRYANI,Biryani,--•-- MINS•₹400 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/sandwich-101-andheri-west-mumbai-353585,Sandwich 101,Fast Food,--•-- MINS•₹200 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/burgzooka-andheri-west-mumbai-54012,Burgzooka,"Fast Food, American, Keto",4.3•-- MINS•₹300 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/anda-apna-apna-kokilaben-hospital-andheri-west-mumbai-2326,Anda Apna Apna,Fast Food,4.3•-- MINS•₹400 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/momoguy-juhu-versova-link-road-andheri-west-mumbai-248354,MomoGuy,"Tibetan, Fast Food, Chinese",3.3•-- MINS•₹400 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/suraj-lama-momos-andheri-west-mumbai-68665,Suraj Lama Momos,"Chinese, Thai",4.5•-- MINS•₹150 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/nawabs-kitchen-andheri-west-mumbai-216567,Nawab's Kitchen,"Indian, North Indian, Continental, Chinese",--•-- MINS•₹300 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/coffee-by-di-bella-andheri-west-mumbai-43309,Coffee By Di Bella,"Cafe, Desserts",4.7•-- MINS•₹650 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/dil-maange-more-andheri-west-mumbai-386022,DIL MAANGE MORE,"Indian, Fast Food, Beverages",--•-- MINS•₹300 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/greenz-link-road-andheri-west-mumbai-22621,Greenz,"Healthy Food, Continental, Salads",3.4•-- MINS•₹500 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/gianis-lokhandwala-andheri-west-mumbai-80770,Giani's,"Ice Cream, Beverages",4.3•-- MINS•₹200 FOR TWO,ANDHERI_WEST
https://www.swiggy.com/restaurants/indigo-burger-project-andheri-west-mumbai-54263,Indigo Burger Project,"Fast Food, American",4.4•-- MINS•₹350 FOR TWO,ANDHERI_WEST
