details,title,spec,ratt,locality
https://www.swiggy.com/restaurants/aamra-bangali-andheri-east-marol-sakinaka-mumbai-241851,Aamra Bangali,"Bengali, Mughlai",3.6•-- MINS•₹200 FOR TWO,MAROL
https://www.swiggy.com/restaurants/zytun-the-restaurant-marol-sakinaka-mumbai-21660,Zytun - The Restaurant,"Mughlai, North Indian, Chinese",--•-- MINS•₹800 FOR TWO,MAROL
https://www.swiggy.com/restaurants/guilty-pleasures-marol-sakinaka-mumbai-285555,GUILTY PLEASURES,Sweets,--•-- MINS•₹100 FOR TWO,MAROL
https://www.swiggy.com/restaurants/taste-of-shanghai-marol-sakinaka-mumbai-292886,Taste of Shanghai,Chinese,4.2•-- MINS•₹300 FOR TWO,MAROL
https://www.swiggy.com/restaurants/kebab-e-ishq-andheri-east-marol-sakinaka-mumbai-190613,Kebab-E-Ishq,North Indian,3.5•-- MINS•₹400 FOR TWO,MAROL
https://www.swiggy.com/restaurants/biryani-burp-marol-sakinaka-mumbai-326508,Biryani Burp,"Biryani, Indian",--•-- MINS•₹500 FOR TWO,MAROL
https://www.swiggy.com/restaurants/dominos-pizza-next-to-movie-time-cinema-marol-sakinaka-mumbai-24498,Domino's Pizza,Pizzas,4.3•-- MINS•₹400 FOR TWO,MAROL
https://www.swiggy.com/restaurants/miami-shakes-and-more-marol-industrial-estate-marol-sakinaka-mumbai-248249,Miami Shakes & More,"Beverages, Desserts",3.2•-- MINS•₹300 FOR TWO,MAROL
https://www.swiggy.com/restaurants/top-china-delight-marol-marol-sakinaka-mumbai-39070,Top China Delight,Chinese,--•-- MINS•₹550 FOR TWO,MAROL
https://www.swiggy.com/restaurants/iqra-kitchen-marol-military-road-marol-sakinaka-mumbai-107092,Iqra Kitchen,"Fast Food, Chinese, South Indian, North Indian",--•-- MINS•₹250 FOR TWO,MAROL
https://www.swiggy.com/restaurants/punjab-heritage-marol-sakinaka-mumbai-247711,Punjab heritage,North Indian,--•-- MINS•₹300 FOR TWO,MAROL
https://www.swiggy.com/restaurants/the-china-lawn-marol-sakinaka-mumbai-380390,The China Lawn,"Chinese, Indian, Malwani, Tandoor",--•-- MINS•₹400 FOR TWO,MAROL
https://www.swiggy.com/restaurants/al-baik-com-kurlajarimari-marol-sakinaka-mumbai-371678,Al-Baik.com,"Beverages, Snacks, Pizzas",--•-- MINS•₹300 FOR TWO,MAROL
https://www.swiggy.com/restaurants/papacream-marol-sakinaka-mumbai-361862,Papacream,"Ice Cream, Desserts",--•-- MINS•₹250 FOR TWO,MAROL
