details,title,spec,ratt,locality
https://www.swiggy.com/restaurants/the-brooklyn-creamery-low-cal-ice-cream-dadar-parel-mumbai-242941,The Brooklyn Creamery - Low Cal Ice cream,"Desserts, Ice Cream, Healthy Food",--•-- MINS•₹200 FOR TWO,PAREL
https://www.swiggy.com/restaurants/rps-bakehouse-parel-mumbai-186914,RPs Bakehouse,Desserts,--•-- MINS•₹350 FOR TWO,PAREL
https://www.swiggy.com/restaurants/tosita-bakery-mahim-dadar-parel-mumbai-47898,Tosita Bakery,Bakery,4.6•-- MINS•₹200 FOR TWO,PAREL
https://www.swiggy.com/restaurants/wish-for-fish-parel-mumbai-351307,Wish For Fish,Seafood,--•-- MINS•₹500 FOR TWO,PAREL
https://www.swiggy.com/restaurants/shakescape-parel-mumbai-369873,Shakescape,Beverages,--•-- MINS•₹300 FOR TWO,PAREL
https://www.swiggy.com/restaurants/cafe-2-0-lalbaug-parel-mumbai-60907,Cafe 2.0,"Fast Food, Pastas, Pizzas",3.8•-- MINS•₹300 FOR TWO,PAREL
https://www.swiggy.com/restaurants/the-momo-company-parel-mumbai-356831,THE MOMO COMPANY,"Asian, Tibetan, Chinese, Fast Food",3.9•-- MINS•₹400 FOR TWO,PAREL
https://www.swiggy.com/restaurants/rasoi-dadar-east-parel-mumbai-97874,Rasoi,"North Indian, Oriental",--•-- MINS•₹1000 FOR TWO,PAREL
https://www.swiggy.com/restaurants/tasty-wok-opposite-gyaneshwar-building-parel-mumbai-26831,Tasty Wok,"Chinese, Thai",4.4•-- MINS•₹300 FOR TWO,PAREL
https://www.swiggy.com/restaurants/birdys-parsi-chawl-parel-mumbai-313431,Birdy's,"Cafe, Fast Food",--•-- MINS•₹300 FOR TWO,PAREL
https://www.swiggy.com/restaurants/sewree-sweets-and-bakery-parel-mumbai-357804,sewree Sweets and Bakery,"Bakery, Indian, Sweets",--•-- MINS•₹350 FOR TWO,PAREL
https://www.swiggy.com/restaurants/pizza-napoli-parel-mumbai-222534,Pizza Napoli,Pizzas,--•-- MINS•₹600 FOR TWO,PAREL
https://www.swiggy.com/restaurants/chunkies-parel-mumbai-189196,Chunkies,"American, Fast Food, Indian",3.8•-- MINS•₹200 FOR TWO,PAREL
https://www.swiggy.com/restaurants/the-belgian-waffle-co-ambedkar-road-parel-mumbai-49390,The Belgian Waffle Co.,"Desserts, Beverages",4.6•-- MINS•₹200 FOR TWO,PAREL
https://www.swiggy.com/restaurants/7-spice-pennisula-centre-parel-mumbai-26033,7 Spice,"Chinese, Thai",4.2•-- MINS•₹650 FOR TWO,PAREL
https://www.swiggy.com/restaurants/prakash-dosas-parel-mumbai-258964,Prakash Dosa's,Indian,4.6•-- MINS•₹400 FOR TWO,PAREL
https://www.swiggy.com/restaurants/muncheese-parel-mumbai-362033,Muncheese,"Pizzas, Mexican, Pastas, Italian, Fast Food",--•-- MINS•₹300 FOR TWO,PAREL
https://www.swiggy.com/restaurants/jumboking-indian-burger-parel-mumbai-182839,Jumboking Indian Burger,"Fast Food, Indian, American, Mexican, Healthy Food, Snacks, Beverages",4.1•-- MINS•₹200 FOR TWO,PAREL
https://www.swiggy.com/restaurants/martand-misal-and-special-tea-parel-mumbai-320910,MARTAND MISAL AND SPECIAL TEA,"Maharashtrian, Beverages",3.7•-- MINS•₹300 FOR TWO,PAREL
https://www.swiggy.com/restaurants/cake-walkers-parel-mumbai-362716,Cake walkers,"Bakery, Desserts",3.7•-- MINS•₹300 FOR TWO,PAREL
