details,title,spec,ratt,locality
https://www.swiggy.com/restaurants/mohan-sandwich-centre-c-p-tank-chowpatty-mumbai-137626,Mohan Sandwich centre,Snacks,4.6•-- MINS•₹150 FOR TWO,CHOWPATTY
https://www.swiggy.com/restaurants/panshikar-aahar-bhatwadi-near-st-teresas-chruch-chowpatty-mumbai-18378,Panshikar Aahar,"Maharashtrian, Street Food",4.4•-- MINS•₹150 FOR TWO,CHOWPATTY
https://www.swiggy.com/restaurants/yum-yum-chi-chowpatty-mumbai-295912,Yum Yum Chi,"Chinese, Continental, Pan-Asian",4.0•-- MINS•₹250 FOR TWO,CHOWPATTY
https://www.swiggy.com/restaurants/lunchbox-opp-mohar-baug-chowpatty-mumbai-62895,LunchBox,"North Indian, Chinese, Desserts, Biryani",4.3•-- MINS•₹200 FOR TWO,CHOWPATTY
https://www.swiggy.com/restaurants/barahandi-nagdevi-street-chowpatty-mumbai-318564,Barahandi,Indian,4.6•-- MINS•₹400 FOR TWO,CHOWPATTY
https://www.swiggy.com/restaurants/onomatopizza-chowpatty-mumbai-204427,Onomatopizza,Pizzas,3.8•-- MINS•₹300 FOR TWO,CHOWPATTY
https://www.swiggy.com/restaurants/trupti-girgaum-chowpatty-mumbai-99374,Trupti,"Snacks, Gujarati, Sweets",4.6•-- MINS•₹500 FOR TWO,CHOWPATTY
https://www.swiggy.com/restaurants/new-grand-restaurant-mahalaxmi-malabar-hill-chowpatty-mumbai-145372,New Grand Restaurant,"Indian, Chinese",4.1•-- MINS•₹500 FOR TWO,CHOWPATTY
https://www.swiggy.com/restaurants/tantra-gamdevi-chowpatty-mumbai-58954,Tantra,"Indian, Chinese, Continental",4.3•-- MINS•₹1000 FOR TWO,CHOWPATTY
https://www.swiggy.com/restaurants/delhi-rasoi-chowpatty-mumbai-381472,Delhi Rasoi,North Indian,--•-- MINS•₹500 FOR TWO,CHOWPATTY
https://www.swiggy.com/restaurants/dazzel-restaurant-dana-bandar-chowpatty-mumbai-147669,Dazzel Restaurant,"Indian, North Indian, Pizzas",--•-- MINS•₹200 FOR TWO,CHOWPATTY
https://www.swiggy.com/restaurants/ucc-urban-culture-cafe-chowpatty-mumbai-336312,UCC-URBAN CULTURE CAFE,"Fast Food, Snacks, Italian, Pizzas, Beverages, Cafe",3.3•-- MINS•₹200 FOR TWO,CHOWPATTY
https://www.swiggy.com/restaurants/sai-gomantak-lower-parel-worli-chowpatty-mumbai-224041,Sai Gomantak,"Goan, Malwani",4.1•-- MINS•₹300 FOR TWO,CHOWPATTY
