details,title,spec,ratt,locality
https://www.swiggy.com/restaurants/mastan-dairy-mira-road-mumbai-137628,Mastan dairy,"Desserts, Beverages",4.8•-- MINS•₹200 FOR TWO,MIRA_ROAD
https://www.swiggy.com/restaurants/smokin-joes-mira-road-mumbai-338292,Smokin Joes,"Italian, Pizzas",3.6•-- MINS•₹450 FOR TWO,MIRA_ROAD
https://www.swiggy.com/restaurants/delicious-mira-road-mumbai-338054,Delicious,"Fast Food, Chaat, Snacks, South Indian, Pizzas, Beverages, Combo",4.0•-- MINS•₹149 FOR TWO,MIRA_ROAD
https://www.swiggy.com/restaurants/cake-o-valley-mira-road-mumbai-243915,Cake O Valley,Bakery,4.2•-- MINS•₹500 FOR TWO,MIRA_ROAD
https://www.swiggy.com/restaurants/didis-kitchen-joggers-park-road-mira-road-mumbai-287616,Didi's Kitchen,Indian,4.1•-- MINS•₹300 FOR TWO,MIRA_ROAD
https://www.swiggy.com/restaurants/the-wafflemeister-mira-road-mumbai-54112,The Wafflemeister,"Desserts, Beverages, Sweets",4.5•-- MINS•₹100 FOR TWO,MIRA_ROAD
https://www.swiggy.com/restaurants/fried-nation-sheetal-nagar-mira-road-mumbai-59922,Fried Nation,"Fast Food, American",4.2•-- MINS•₹150 FOR TWO,MIRA_ROAD
https://www.swiggy.com/restaurants/kokan-vaibhav-mira-road-mumbai-102639,Kokan Vaibhav,Indian,4.3•-- MINS•₹550 FOR TWO,MIRA_ROAD
https://www.swiggy.com/restaurants/pizza-burst-mira-road-mumbai-54110,Pizza Burst,"Pizzas, Fast Food",3.7•-- MINS•₹650 FOR TWO,MIRA_ROAD
https://www.swiggy.com/restaurants/raafaes-dastarkhwan-mira-road-mumbai-51086,Raafae's Dastarkhwan,"North Indian, Chinese",3.9•-- MINS•₹550 FOR TWO,MIRA_ROAD
https://www.swiggy.com/restaurants/shree-krushna-sweets-and-foods-mira-road-mumbai-59923,Shree Krushna Sweets & Foods,"Sweets, Snacks, North Indian",3.5•-- MINS•₹150 FOR TWO,MIRA_ROAD
https://www.swiggy.com/restaurants/chic-e-cheeze-mira-road-mumbai-54355,Chic E Cheeze,"Fast Food, Italian",--•-- MINS•₹300 FOR TWO,MIRA_ROAD
https://www.swiggy.com/restaurants/wok-on-fire-indo-chinese-restaurant-mira-road-mumbai-344601,Wok on fire indo Chinese restaurant,"Indian, Chinese",--•-- MINS•₹150 FOR TWO,MIRA_ROAD
