details,title,spec,ratt,locality
https://www.swiggy.com/restaurants/shree-dwarka-sweets-panvel-mumbai-131089,Shree Dwarka Sweets,Sweets,4.1•-- MINS•₹400 FOR TWO,PANVEL
https://www.swiggy.com/restaurants/surya-veg-restaurant-panvel-mumbai-108744,Surya Veg Restaurant,"North Indian, Chinese, South Indian",3.9•-- MINS•₹350 FOR TWO,PANVEL
https://www.swiggy.com/restaurants/aamantran-veg-restaurant-panvel-mumbai-108745,Aamantran Veg Restaurant,"North Indian, Chinese",3.7•-- MINS•₹800 FOR TWO,PANVEL
https://www.swiggy.com/restaurants/the-brooklyn-creamery-low-cal-ice-cream-old-raigad-panvel-mumbai-298984,The Brooklyn Creamery - Low Cal Ice cream,"Desserts, Ice Cream, Healthy Food",4.6•-- MINS•₹250 FOR TWO,PANVEL
https://www.swiggy.com/restaurants/starbucks-coffee-ltd-orion-mall-panvel-mumbai-245777,Starbucks Coffee,Beverages,4.3•-- MINS•₹400 FOR TWO,PANVEL
https://www.swiggy.com/restaurants/burger-lab-panvel-mumbai-371797,BURGER LAB,American,--•-- MINS•₹125 FOR TWO,PANVEL
https://www.swiggy.com/restaurants/al-rehmaniya-old-panvel-navi-panvel-mumbai-26319,Al rehmaniya,"Mughlai, North Indian, Chinese, Seafood",3.8•-- MINS•₹450 FOR TWO,PANVEL
https://www.swiggy.com/restaurants/new-punjab-family-restaurant-and-bar-panvel-mumbai-139491,New Punjab Family Restaurant and Bar,"Punjabi, Chinese, Fast Food",4.1•-- MINS•₹500 FOR TWO,PANVEL
https://www.swiggy.com/restaurants/kamdhenu-foods-new-panvel-mumbai-51882,Kamdhenu Foods,"South Indian, Chinese, Indian",3.8•-- MINS•₹200 FOR TWO,PANVEL
https://www.swiggy.com/restaurants/swarajya-misal-house-panvel-mumbai-369349,Swarajya Misal House,Indian,--•-- MINS•₹300 FOR TWO,PANVEL
https://www.swiggy.com/restaurants/monginis-panvel-mumbai-237904,Monginis,"Bakery, Desserts",--•-- MINS•₹700 FOR TWO,PANVEL
https://www.swiggy.com/restaurants/the-cake-bakerz-panvel-mumbai-131095,The cake Bakerz,Desserts,3.5•-- MINS•₹200 FOR TWO,PANVEL
