details,title,spec,ratt
https://www.swiggy.com/restaurants/sunrise-super-restaurant-hinjewadi-pune-104422,Sunrise Super Restaurant,"Chinese, North Indian",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/meals101-hinjewadi-pune-369630,Meals101,"Chinese, Asian, Biryani, Desserts, Beverages",--•-- MINS•₹350 FOR TWO
https://www.swiggy.com/restaurants/kgn-xprs-biryani-chiranyu-hospital-hinjewadi-pune-165137,Kgn Xprs Biryani,Biryani,--•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/roll-time-hinjewadi-pune-351541,Roll Time,Combo,--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/dhaba-curry-hinjewadi-pune-42525,DHABA CURRY,"North Indian, Biryani",3.5•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/incredible-amritsar-hinjewadi-pune-352754,INCREDIBLE AMRITSAR,"Indian, Mughlai, North Indian, Punjabi, Tandoor, Awadhi",4.3•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/reddys-biryani-zone-hinjewadi-pune-57347,Reddy's Biryani Zone,"Biryani, Mughlai, North Indian",3.8•-- MINS•₹450 FOR TWO
https://www.swiggy.com/restaurants/indori-sarafa-wakad-hinjewadi-pune-152615,Indori Sarafa,"North Indian, Fast Food",4.0•-- MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/pet-pujo-hinjewadi-pune-201441,Pet Pujo,"Bengali, Chinese, North Indian",3.7•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/smoky-grills-biryani-tandoor-and-kebabs-hinjewadi-pune-307033,"Smoky Grills Biryani, Tandoor & Kebabs.",North Indian,--•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/biryani-art-phase-1-hinjewadi-pune-94082,Biryani Art,"North Indian, Biryani, Hyderabadi",--•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/md-hinjewadi-pune-337244,MD,Indian,--•-- MINS•₹380 FOR TWO
https://www.swiggy.com/restaurants/marvelous-restaurant-hinjewadi-pune-382168,Marvelous Restaurant,"Chinese, Indian, Biryani, Snacks, Thalis, Maharashtrian, Beverages",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/hotel-swaraj-hinjewadi-pune-378476,HOTEL SWARAJ,"Chinese, Indian, Seafood",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/tamanna-executive-opposite-infosys-hinjewadi-pune-10010,Tamanna Executive,"North Indian, Chinese, South Indian, Continental",4.4•-- MINS•₹500 FOR TWO
https://www.swiggy.com/restaurants/misal-my-way-hinjewadi-pune-252227,Misal My Way ,"Combo, Indian, Snacks",--•-- MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/awwsome-bite-hinjewadi-pune-348922,AWWSOME BITE,"Beverages, Fast Food",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/misal-bisal-by-kandepoheabk-hinjewadi-pune-345655,MISAL BISAL BY KANDEPOHEABK,"Maharashtrian, Beverages",--•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/sai-cafe-and-bhojanalaya-near-andhra-mrss-jayram-nagar-hinjewadi-pune-176384,Sai Cafe and Bhojanalaya,North Indian,--•-- MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/hindustani-tadka-hinjewadi-pune-323760,HINDUSTANI TADKA,"Biryani, Chinese",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/grand-malhar-hinjewadi-pune-244731,Grand Malhar,Indian,--•-- MINS•₹600 FOR TWO
https://www.swiggy.com/restaurants/ori-story-hinjewadi-pune-373562,Ori Story,"Chinese, Oriental",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/good-food-roll-house-hinjewadi-pune-219411,Good Food Roll House,"Fast Food, North Indian",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/punjabi-aroma-hinjewadi-pune-352760,PUNJABI AROMA,"Indian, Mughlai, Kebabs, North Indian, Punjabi",4.4•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/jalandhar-ka-swaad-hinjewadi-pune-352762,JALANDHAR KA SWAAD,"Awadhi, Indian, Lucknowi, Mughlai, North Indian, Punjabi, Tandoor",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/hotel-swarajya-biryani-house-hinjewadi-pune-97587,Hotel Swarajya Biryani House,"Mughlai, Biryani, Thalis",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/mothers-kitchen-blueridge-hinjewadi-pune-8383,Mother's Kitchen,"North Indian, Chinese",4.3•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/tamanna-cafeteria-opposite-infosys-phase-1-hinjewadi-pune-9472,Tamanna Cafeteria,"Street Food, South Indian, Fast Food",4.0•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/frozen-shakes-hinjewadi-pune-134090,Frozen Shakes,Beverages,--•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/paratha-experiment-dk-hinjewadi-pune-254895,Paratha Experiment,"North Indian, South Indian",4.2•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/virinda-pav-bhaji-hinjewadi-srinath-corner-behind-persistent-systems-hinjawadi-phase-1-road-hinjawadi-pun-hinjewadi-pune-26167,Virinda Pav Bhaji (Hinjewadi),Fast Food,4.3•-- MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/lay-bhari-andda-bhuri-center-hinjewadi-pune-170710,Lay Bhari Andda Bhuri Center,"Chinese, Fast Food",--•-- MINS•₹100 FOR TWO
https://www.swiggy.com/restaurants/t3m-bistro-hinjewadi-pune-323759,T3M BISTRO,"Fast Food, Snacks, Salads, Pizzas",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/changs-kitchen-hinjewadi-pune-323758,CHANG'S KITCHEN,Chinese,--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/hyderabad-dum-biryani-chowk-hinjewadi-pune-16127,Hyderabad Dum Biryani,Biryani,3.5•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/junkey-delights-hinjewadi-pune-323756,JUNKEY DELIGHTS,Fast Food,--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/punjabi-tadka-jayram-nagar-near-shivaji-chowk-hinjewadi-pune-88872,Punjabi Tadka,"North Indian, Punjabi",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/venkys-chicken-xperience-hinjewadi-pune-306078,Venky's  Chicken  Xperience,Indian,--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/oasis-green-hinjewadi-pune-323755,OASIS GREEN,Salads,--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/bengali-kitchen-hinjewadi-pune-323754,BENGALI KITCHEN,Bengali,--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/paratha-chowk-hinjewadi-pune-323753,PARATHA CHOWK,Punjabi,--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/rewind-hinjewadi-pune-112823,Rewind,"Chinese, North Indian, Fast Food",--•-- MINS•₹600 FOR TWO
https://www.swiggy.com/restaurants/chaitanya-paranthas-hinjewadi-pune-8399,Chaitanya Paranthas,"North Indian, Punjabi, Chinese, Combo, Thalis, Beverages, Desserts",3.7•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/kekiz-the-cake-shop-phase-1-hinjewadi-pune-132117,Kekiz The Cake Shop,Bakery,--•-- MINS•₹99 FOR TWO
https://www.swiggy.com/restaurants/shandong-chinese-hinjewadi-pune-263347,Shandong Chinese,"Chinese, Combo",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/thali-central-hinjewadi-pune-369653,Thali Central,"Thalis, Indian, Biryani, Chinese, Beverages",--•-- MINS•₹350 FOR TWO
https://www.swiggy.com/restaurants/regal-cake-and-bakers-shivaji-nagar-hinjewadi-pune-92008,Regal cake and bakers,"Desserts, Bakery",3.0•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/the-great-punjabi-parathas-hinjewadi-pune-336929,THE GREAT PUNJABI PARATHAS,"Punjabi, Indian",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/baskin-robbins-hinjewadi-pune-372383,Baskin Robbins,"Desserts, Ice Cream",--•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/venkys-xprs-hinjewadi-hinjewadi-pune-133443,Venky's xprs( Hinjewadi ),Fast Food,3.9•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/urban-foods-and-cafe-hinjewadi-pune-247896,URBAN FOODS AND CAFE,Indian,--•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/a1-biryani-house-hinjewadi-pune-144453,A1 Biryani House,"Biryani, North Indian",4.0•-- MINS•₹500 FOR TWO
https://www.swiggy.com/restaurants/poorna-restaurant-marunji-hinjewadi-pune-170624,Poorna Restaurant,"North Indian, South Indian, Andhra",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/malang-biryani-hinjewadi-pune-321308,Malang Biryani,"Biryani, North Indian",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/fnp-cakes-n-more-hinjewadi-pune-234015,FNP Cakes n More,Desserts,--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/jivitvas-cloud-kitchen-marunji-hinjewadi-pune-178469,Jivitvas Cloud Kitchen,Indian,--•-- MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/mccafe-by-mcdonalds-hinjewadi-pune-192294,McCafe by McDonald's,"Cafe, Beverages, Desserts",--•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/hotel-mahadev-hinjewadi-pune-137493,Hotel Mahadev,"North Indian, Chinese",--•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/shree-kitchen-hinjewadi-pune-382628,Shree Kitchen,"Biryani, Indian",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/the-chinese-pot-viman-nagar-hinjewadi-pune-212588,The Chinese Pot,"Chinese, Combo, North Indian",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/hungry-kitchen-hinjewadi-pune-329963,HUNGRY KITCHEN,Chinese,--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/maa-gayatri-restaurant-hinjewadi-pune-377282,Maa Gayatri Restaurant,"Chinese, Beverages, Thalis",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/biryani-by-kg-arabian-mandi-hinjewadi-pune-106034,Biryani by KG,"Biryani, North Indian",3.8•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/the-biryani-experiment-dk-hinjewadi-pune-322891,The Biryani Experiment,"Biryani, Mughlai",4.2•-- MINS•₹500 FOR TWO
https://www.swiggy.com/restaurants/chettinad-box-hinjewadi-pune-199385,Chettinad Box,"South Indian, Kerala, Chettinad, Combo",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/the-daily-diner-dk-hinjewadi-pune-316530,The Daily Diner,"Home Food, North Indian, South Indian",4.3•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/tarsh-baking-co-hinjewadi-pune-221059,TARSH BAKING CO,"Bakery, Desserts, Sweets",3.9•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/indori-apna-dal-bati-hinjewadi-pune-356587,Indori Apna Dal Bati,"Thalis, Indian",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/keventers-ice-creamery-hingane-khurd-hinjewadi-pune-370634,Keventers Ice Creamery,"Ice Cream, Desserts",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/munchings-hinjewadi-pune-229467,Munchings,North Indian,--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/godavari-ruchullu-hinjewadi-pune-57135,Godavari Ruchullu,"Biryani, South Indian, North Indian, Chinese",3.8•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/hotel-jay-ganesh-hinjewadi-pune-362100,Hotel Jay Ganesh,North Indian,--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/grab-and-chill-hinjewadi-pune-143015,Grab & Chill,"Fast Food, Chinese, North Indian, Continental, Biryani, Bengali",--•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/chinese-tummy-wakad-hinjewadi-pune-346835,Chinese Tummy,"Arabian, Snacks",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/spice-factory-hinjewadi-pune-117272,Spice Factory,"Chinese, North Indian, Seafood",3.9•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/cafe-delhi-express-hinjewadi-pune-322762,CAFE DELHI EXPRESS,North Indian,4.4•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/indian-darbar-hinjewadi-pune-364525,INDIAN DARBAR,Indian,--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/mr-gelato-hinjewadi-blue-ridge-society-hinjewadi-pune-103492,Mr Gelato Hinjewadi,"Desserts, Fast Food",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/biryani-express-hinjawadi-hinjewadi-pune-161657,Biryani Express,Indian,4.0•-- MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/dfc-deepa-food-court-hinjewadi-pune-285113,DFC(Deepa Food Court),Fast Food,--•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/krishna-cafe-hinjewadi-pune-335939,KRISHNA CAFE,"Punjabi, Fast Food, Snacks, Cafe, Chaat, Beverages",3.8•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/hyderabad-darbar-hinjewadi-pune-133504,Hyderabad Darbar,Biryani,--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/nescafe-coffee-house-hinjewadi-pune-377614,Nescafe Coffee  House,"Indian, Snacks",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/khandesh-katta-thalipith-house-hinjewadi-pune-371876,KHANDESH KATTA THALIPITH HOUSE,Indian,--•-- MINS•₹100 FOR TWO
https://www.swiggy.com/restaurants/cafe-georgia-hinjewadi-pune-338889,Cafe Georgia,"Continental, Beverages",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/dum-fook-hinjewadi-pune-122206,Dum Fook,Biryani,--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/aromas-of-biryani-hinjewadi-pune-358423,AROMAS OF BIRYANI,"Biryani, Indian, Lucknowi, Mughlai, North Indian, Tandoor",--•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/brunch-n-munch-special-hinjewadi-pune-149767,Brunch N Munch Special,Beverages,--•-- MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/hotel-shravani-hinjawadi-hinjewadi-pune-52255,Hotel Shravani,"North Indian, Chinese, Punjabi",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/cafe-durga-hinjewadi-pune-229494,Cafe Durga,"Cafe, Fast Food",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/food-galaxy-hinjewadi-pune-252949,FOOD GALAXY,"Mughlai, North Indian",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/awdhi-aroma-hinjewadi-pune-350149,AWDHI AROMA,Chinese,--•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/the-good-bowl-bhatewara-nagar-hinjewadi-pune-261410,The Good Bowl,"North Indian, Biryani, Asian, Pastas, Desserts",4.4•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/dilli-di-rasoi-hinjewadi-pune-285367,Dilli di Rasoi,"North Indian, Combo, Thalis, Home Food",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/lunchbox-maan-road-om-plaza-2nd-floor-hinjewadi-pune-62984,LunchBox,"North Indian, Chinese, Desserts, Biryani",4.2•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/hows-the-bowl-hinjewadi-pune-252278,HOW'S THE BOWL,"North Indian, Punjabi, Chinese, Biryani, Seafood",4.2•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/meals-in-bowl-hinjewadi-pune-356496,Meals In Bowl,"Indian, Chinese, Combo",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/midnight-cafe-hinjewadi-pune-350151,MIDNIGHT CAFE,Desserts,--•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/zakkas-blueridge-township-hinjawadi-hinjewadi-pune-15479,Zakkas,"Maharashtrian, North Indian",4.1•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/hotel-swarajya-hinjewadi-pune-140727,Hotel Swarajya,Maharashtrian,--•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/p-and-p-cafe-phase1-maan-road-hinjewadi-pune-302676,P&P Cafe,Fast Food,--•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/kns-pizza-shivaji-chowk-hinjewadi-pune-95796,KNS Pizza,"Fast Food, Italian, Pizzas, Beverages",--•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/apsara-ice-creams-time-square-building-hinjewadi-pune-376422,Apsara Ice Creams,"Ice Cream, Desserts",--•-- MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/bongs-roll-house-hinjewadi-pune-361609,Bongs Roll House,Chinese,--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/dimitri-cafe-and-delivery-blue-ridge-town-hinjewadi-pune-69942,Dimitri Cafe and Delivery,"Continental, American, Desserts, Fast Food, Italian, Beverages",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/kande-pohe-aani-barach-kahi-hinjewadi-pune-224819,Kande Pohe Aani Barach Kahi,"Beverages, Snacks, Fast Food, South Indian, Chaat, Thalis, Continental, Indian",3.8•-- MINS•₹100 FOR TWO
https://www.swiggy.com/restaurants/tamilnadu-special-dosa-jayaram-market-hinjewadi-pune-174509,tamilnadu special dosa,South Indian,4.4•-- MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/the-box-mania-hinjewadi-pune-338632,The Box Mania,"Biryani, Beverages, North Indian, Combo, Street Food",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/arms-diet-cafe-hinjewadi-pune-227769,Arms Diet Cafe,"Healthy Food, Biryani, Fast Food, Snacks",3.7•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/bombay-food-bowls-and-thalis-hinjewadi-pune-320418,BOMBAY FOOD BOWLS & THALIS,Indian,--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/eggonique-hinjewadi-pune-310735,EGGONIQUE,"Fast Food, Snacks",--•-- MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/the-dessert-zone-hinjewadi-pune-322711,The Dessert Zone,"Desserts, Bakery, Ice Cream, American, British, Combo, Snacks, Beverages",4.3•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/infinity-cafe-hinjewadi-pune-135151,Infinity cafe,"Cafe, Ice Cream, Bakery",4.3•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/khushi-kitchen-hinjewadi-pune-262181,KHUSHI KITCHEN,Indian,--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/biryani-bowl-hinjewadi-pune-215791,Biryani Bowl,"Combo, North Indian",3.4•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/mealbox-wale-chinchwade-rd-hinjewadi-pune-215790,Mealbox Wale,"Combo, North Indian, Thalis",3.3•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/wholesome-meals-wholesome-meals-hinjewadi-pune-288897,Wholesome meals,"North Indian, Punjabi, Combo, Beverages, Desserts",4.0•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/rollfie-hinjewadi-pune-131598,Rollfie,Fast Food,4.1•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/super-samosas-hinjewadi-pune-150309,Super Samosas,Street Food,--•-- MINS•₹100 FOR TWO
https://www.swiggy.com/restaurants/around-the-world-grand-tamanna-hotel-hinjewadi-pune-40509,Around The World-Grand Tamanna Hotel,"North Indian, Chinese, Continental",--•-- MINS•₹800 FOR TWO
https://www.swiggy.com/restaurants/desi-dhaba-hinjewadi-pune-82117,Desi Dhaba,North Indian,4.3•-- MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/the-yellow-point-hinjawadi-hinjewadi-pune-77205,The Yellow Point,Fast Food,--•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/rajasthani-tadka-near-ganesh-mandir-mukai-nagar-hinjewadi-pune-173767,Rajasthani Tadka,Indian,--•-- MINS•₹100 FOR TWO
https://www.swiggy.com/restaurants/lkd-la-kheer-deli-qubix-circle-hinjewadi-pune-176236,LKD | La Kheer Deli,Desserts,--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/the-belgian-waffle-co-hinjewadi-pune-136010,The Belgian Waffle Co.,"Desserts, Beverages",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/marasim-hinjewadi-pune-252933,Marasim,Biryani,--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/deli-vivanta-pune-hinjawadi-hinjawadi-hinjewadi-pune-88572,"Deli - Vivanta Pune, Hinjawadi","North Indian, Desserts, American",--•-- MINS•₹1600 FOR TWO
https://www.swiggy.com/restaurants/china-wale-chinchwade-rd-hinjewadi-pune-215789,China Wale,"Chinese, Combo, North Indian",3.4•-- MINS•₹250 FOR TWO
