details,title,spec,ratt
https://www.swiggy.com/restaurants/the-bohemian-kitchen-baner-pune-259127,The bohemian kitchen,"North Indian, Punjabi",--•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/bistro-six-o-nine-baner-pune-380951,Bistro Six 'O' Nine,Fast Food,--•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/yaaron-da-kitchen-wakeshwar-road-pashan-baner-pune-86079,Yaaron Da Kitchen,"Chinese, North Indian, Desserts, Beverages, Punjabi",--•-- MINS•₹1000 FOR TWO
https://www.swiggy.com/restaurants/ji-janaab-balewadi-baner-pune-344812,Ji Janaab,"Fast Food, Grill, Kebabs, Beverages",--•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/the-paratha-singh-baner-pune-88495,The Paratha Singh,"Chinese, North Indian",3.3•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/the-bombay-paratha-company-the-bombay-paratha-company-baner-pune-298707,The Bombay Paratha Company,"North Indian, Indian, Punjabi, Combo, Desserts, Beverages",3.9•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/nirmal-fast-food-baner-pune-309809,Nirmal Fast Food,Fast Food,--•-- MINS•₹180 FOR TWO
https://www.swiggy.com/restaurants/cake-kit-take-it-baner-pune-316340,Cake Kit Take It,Fast Food,--•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/amazin-biryani-baner-pune-263329,Amazin Biryani,"North Indian, Indian, Chinese, Biryani, Kebabs, Tandoor, Thalis, Combo, Desserts",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/warmoven-cakes-and-desserts-baner-pune-357722,Warmoven Cakes and Desserts,Desserts,--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/khadda-kombdi-baner-pune-243716,Khadda Kombdi,Indian,--•-- MINS•₹350 FOR TWO
https://www.swiggy.com/restaurants/mpsd-madhya-pradesh-special-dishes-lavale-baner-pune-250370,MPSD(MADHYA PRADESH SPECIAL DISHES ),Indian,--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/drunken-monkey-baner-pune-253874,Drunken Monkey,"Healthy Food, Beverages, Juices",3.6•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/engineers-adda-balewadi-high-street-baner-pune-204357,Engineer's Adda,"Chinese, North Indian",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/wakka-makka-chinese-balewadi-baner-pune-344808,Wakka Makka Chinese,"Chinese, Asian, Oriental, Fast Food, Tibetan, Desserts",3.3•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/masarap-baner-pune-250485,Masarap,"Chinese, Indian",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/crazy-noodles-baner-pune-328210,CRAZY NOODLES,"Chinese, Thai",4.2•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/farmaaish-baner-pune-22607,Farmaaish,"Mughlai, North Indian, Biryani, Tandoor, Seafood",4.2•-- MINS•₹500 FOR TWO
https://www.swiggy.com/restaurants/desi-aroma-baner-pune-38058,Desi Aroma,"Mughlai, North Indian, Tandoor, Kebabs, Biryani",4.1•-- MINS•₹1200 FOR TWO
https://www.swiggy.com/restaurants/claypot-kebab-and-biryani-baner-pune-293265,Claypot-Kebab and Biryani,"North Indian, Tandoor, Biryani, Kebabs, Punjabi, Beverages",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/lucknow-spice-baner-pune-145100,Lucknow Spice,North Indian,3.7•-- MINS•₹600 FOR TWO
https://www.swiggy.com/restaurants/soy-de-asian-baner-pune-316359,Soy de Asian,Chinese,--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/cafe-goodluck-pashan-link-road-baner-pune-54282,Cafe Goodluck,"Cafe, Snacks, Beverages, Desserts, Fast Food",4.4•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/yahoo-momos-baner-pune-316107,Yahoo momos,"Chinese, Tibetan",--•-- MINS•₹100 FOR TWO
https://www.swiggy.com/restaurants/ghar-ka-khana-baner-jupiter-hospital-baner-pune-4895,Ghar Ka Khana(Baner),North Indian,--•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/fish-curry-rice-baner-pune-5501,Fish Curry Rice,"Seafood, Goan, Malwani, Maharashtrian, Indian, Thalis",4.2•-- MINS•₹1100 FOR TWO
https://www.swiggy.com/restaurants/circle-of-crust-baner-pune-305105,CIRCLE OF CRUST,"Italian, Pizzas",4.3•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/origin-bistro-baner-pune-33849,Origin Bistro,"Continental, Italian, European",4.4•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/few-good-recipes-baner-pune-366324,Few Good Recipes,"Indian, Biryani, Desserts, Salads",--•-- MINS•₹600 FOR TWO
https://www.swiggy.com/restaurants/nawab-asia-baner-pune-27290,Nawab Asia,"Mughlai, North Indian, Chinese",4.3•-- MINS•₹600 FOR TWO
https://www.swiggy.com/restaurants/theobroma-baner-pune-238146,Theobroma,"Bakery, Desserts, Cafe, Beverages",4.5•-- MINS•₹800 FOR TWO
https://www.swiggy.com/restaurants/mr-changs-chinese-baner-pune-317653,Mr.Chang's Chinese,"Asian, Chinese, Oriental",4.1•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/terttulia-bistro-baner-pune-27269,Terttulia Bistro,"Pizzas, Pastas, American, Asian, European",4.0•-- MINS•₹1000 FOR TWO
https://www.swiggy.com/restaurants/krispy-kulcha-land-baner-pune-317651,Krispy Kulcha Land,"Asian, Chinese, Oriental",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/try-try-fish-baner-pune-315594,Try Try Fish,"Indian, Tandoor, Chinese, Seafood",--•-- MINS•₹500 FOR TWO
https://www.swiggy.com/restaurants/hotel-the-lavasa-lavale-baner-pune-262216,Hotel The Lavasa,"Biryani, North Indian, Tandoor, Chinese",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/chow-mein-and-co-baner-pune-316561,Chow Mein & Co.,Chinese,4.3•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/karolbaug-sakal-nagar-baner-pune-2250,Karolbaug,"Mughlai, North Indian, Chinese, Biryani",4.0•-- MINS•₹750 FOR TWO
https://www.swiggy.com/restaurants/camios-pashan-baner-pune-137609,Camios,"North Indian, Fast Food, Beverages, Continental, Indian, Seafood",--•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/cocktail-baner-pune-259042,COCKTAIL,Beverages,--•-- MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/amul-cafe-and-icecream-wakeshwar-chowk-baner-pune-173819,Amul Cafe & Icecream,Desserts,4.2•-- MINS•₹120 FOR TWO
https://www.swiggy.com/restaurants/bhairavee-pure-veg-restaurant-varsha-park-baner-pune-2249,Bhairavee Pure Veg. Restaurant,"North Indian, Chinese, Thai, Continental",4.3•-- MINS•₹1000 FOR TWO
https://www.swiggy.com/restaurants/kulfi-house-baner-pune-111263,Kulfi House,"Desserts, Ice Cream",4.2•-- MINS•₹100 FOR TWO
https://www.swiggy.com/restaurants/the-biryani-life-house-no-2-baner-pune-191201,The Biryani Life,"Biryani, Hyderabadi, Lucknowi, North Indian, Mughlai, Combo, Desserts",4.0•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/the-brooklyn-creamery-low-cal-ice-cream-regent-plaza-mall-baner-pune-367307,The Brooklyn Creamery - Low Cal Ice cream,"Desserts, Ice Cream",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/thambbi-baner-pune-73935,Thambbi,"South Indian, Andhra, Thalis, Fast Food, Snacks",3.7•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/indorilaal-next-to-goli-vada-pav-baner-pune-19533,Indorilaal,"Street Food, Snacks",4.2•-- MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/malgudi-station-baner-pune-88295,Malgudi station,"Indian, South Indian, Punjabi, Chinese, Fast Food",4.3•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/keventers-milkshakes-and-ice-creams-baner-pune-88051,Keventers - Milkshakes & Ice Creams,"Beverages, Ice Cream, Desserts, Healthy Food",4.1•-- MINS•₹300 FOR TWO
https://www.swiggy.com/pune/the-curious-restro-lounge-baner-baner,The Curious Restro Lounge,"North Indian, Chinese, Mughlai, Italian",4.1•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/anjai-matki-bhel-baner-pune-137612,Anjai Matki Bhel,"Street Food, Fast Food",--•-- MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/kwality-walls-frozen-dessert-and-ice-cream-shop-baner-pune-313063,Kwality Walls Frozen Dessert & Ice Cream Shop,"Desserts, Ice Cream",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/kebab-se-roll-tak-baner-pune-370714,Kebab se Roll Tak,"Indian, Tandoor, Snacks, Combo",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/the-jeera-kitchen-baner-pune-370710,The Jeera Kitchen,"North Indian, Beverages, Desserts, Tandoor",--•-- MINS•₹500 FOR TWO
https://www.swiggy.com/restaurants/khatri-bandhu-pot-ice-cream-baner-pune-144265,Khatri Bandhu Pot Ice Cream,Ice Cream,--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/big-bites-baner-pune-341987,big bites,"Pizzas, Fast Food",--•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/bucket-pav-bhaji-viman-nagar-baner-pune-299702,BUCKET PAV BHAJI,"Indian, Snacks",--•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/nashta-point-baner-pune-380997,Nashta Point,North Indian,--•-- MINS•₹220 FOR TWO
https://www.swiggy.com/restaurants/homely-freshly-daily-baner-pune-316542,Homely Freshly Daily,Combo,3.2•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/darshan-baner-pune-67944,Darshan,"Italian, Chinese, Continental, Chaat, Desserts, Fast Food, Snacks, Beverages, In...",4.0•-- MINS•₹350 FOR TWO
https://www.swiggy.com/restaurants/the-belgian-waffle-co-balewadi-highstreet-baner-pune-35790,The Belgian Waffle Co.,"Desserts, Beverages",4.4•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/wow-momo-mahalunge-road-baner-pune-317506,Wow! Momo,"Tibetan, Fast Food, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts,...",4.0•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/the-burger-barn-cafe-baner-pune-137114,The Burger Barn Cafe,"Fast Food, American, Beverages",4.1•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/momo-and-co-baner-pune-286492,MOMO and Co.,"Fast Food, Desserts",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/bedis-naan-and-paratha-house-baner-pune-341731,BEDIS NAAN AND PARATHA HOUSE,Indian,4.0•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/vs-pooriwala-baner-pune-104432,VS Pooriwala,North Indian,4.0•-- MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/chopsoy-comfort-asian-cuisine-baner-pune-369761,ChopSoy - Comfort Asian Cuisine,Asian,--•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/little-delhi-baner-pune-368672,Little Delhi,"Indian, Italian, Fast Food",--•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/dominos-pizza-krishna-avenue-baner-pune-24420,Domino's Pizza,Pizzas,4.4•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/the-late-night-biryani-shriram-chowk-baner-pune-252361,The Late Night Biryani,"Chinese, Indian, Tandoor",2.8•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/delicia-de-pizza-baner-pune-316792,Delicia De Pizza,Pizzas,--•-- MINS•₹350 FOR TWO
https://www.swiggy.com/restaurants/sliced-by-the-urban-foundry-baner-pune-339534,Sliced by The Urban Foundry,"Pizzas, American, Fast Food, Beverages",--•-- MINS•₹700 FOR TWO
https://www.swiggy.com/restaurants/quarter-club-baner-pune-357537,Quarter Club,"North Indian, Pizzas, Desserts",--•-- MINS•₹700 FOR TWO
https://www.swiggy.com/restaurants/new-open-kitchen-the-food-corner-sus-road-baner-pune-229446,New Open Kitchen The Food Corner,"Indian, North Indian, Chinese, Fast Food",3.6•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/kake-da-hotel-gaon-baner-pune-233816,Kake Da Hotel,"Indian, Punjabi, Chinese",4.0•-- MINS•₹350 FOR TWO
https://www.swiggy.com/restaurants/happy-high-cafe-baner-pune-198502,Happy High Cafe,Bakery,--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/akshay-pure-veg-baner-pune-45578,Akshay Pure Veg,"North Indian, South Indian, Chinese, Fast Food",4.1•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/puran-singh-da-dhaba-kothrud-baner-pune-263341,Puran Singh Da Dhaba,"North Indian, Punjabi, Combo, Beverages, Desserts",3.8•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/mere-wale-momos-kharadi-baner-pune-371616,Mere Wale Momos,"Chinese, Fast Food, Tibetan",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/rushhrs-beside-union-bank-of-india-baner-pune-2053,RushHrs,"Fast Food, Salads, Healthy Food",4.3•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/circuit-house-punawle-baner-pune-72075,Circuit House,Indian,--•-- MINS•₹350 FOR TWO
https://www.swiggy.com/restaurants/mothers-kitchen-balewadi-plaza-baner-pune-2170,Mother's Kitchen,"North Indian, Chinese",3.9•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/classic-food-court-balewadi-baner-pune-2049,Classic Food Court,"North Indian, Chinese, Fast Food",--•-- MINS•₹350 FOR TWO
https://www.swiggy.com/restaurants/taste-of-south-baner-pune-301391,TASTE OF SOUTH,South Indian,--•-- MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/biryani-by-kilo-baner-pune-254861,Biryani By Kilo,"Biryani, Mughlai, Kebabs, North Indian, Hyderabadi, Lucknowi, Andhra, South Indi...",4.1•-- MINS•₹800 FOR TWO
https://www.swiggy.com/restaurants/chole-kulche-baner-pune-326210,Chole Kulche,"Punjabi, Thalis, Snacks, Beverages",3.8•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/the-hungry-bowl-balewadi-baner-pune-301030,The Hungry Bowl,"North Indian, Beverages, Biryani, Desserts, Chinese, Pastas",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/south-spice-baner-pune-340501,South Spice,"South Indian, Combo",--•-- MINS•₹100 FOR TWO
https://www.swiggy.com/restaurants/the-secret-rasoi-baner-pune-340741,THE SECRET RASOI,"Indian, Biryani, North Indian, Chinese, Kebabs, Tandoor",4.2•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/hero-sandwiches-next-to-mayur-general-store-baner-pune-162317,Hero Sandwiches,Fast Food,--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/china-club-baner-pune-366030,China Club,Chinese,--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/deshmukh-biryanis-baner-pune-74149,Deshmukh Biryanis,"Chinese, Seafood, Punjabi",--•-- MINS•₹540 FOR TWO
https://www.swiggy.com/restaurants/nk-chinese-baner-pune-265872,NK chinese,Chinese,--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/new-jalebi-junction-baner-pune-323183,New Jalebi Junction,Indian,4.2•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/shandong-chinese-kothrud-baner-pune-263339,Shandong Chinese,"Chinese, Combo, Street Food",3.4•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/combo-meals-kothrud-baner-pune-263338,Combo Meals,"Combo, North Indian, Chinese",4.0•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/raan-baner-pune-243509,Raan,Indian,--•-- MINS•₹100 FOR TWO
https://www.swiggy.com/restaurants/hotel-mahabaleshwar-baner-pune-97000,Hotel Mahabaleshwar,North Indian,4.5•-- MINS•₹500 FOR TWO
https://www.swiggy.com/restaurants/happy-bowl-baner-pune-267816,HAPPY BOWL,"Healthy Food, Mexican, Lebanese, Indian, Oriental",4.1•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/hashva-health-resto-baner-pune-359978,HASHVA HEALTH RESTO,"Beverages, Chinese, Fast Food, Indian",--•-- MINS•₹100 FOR TWO
https://www.swiggy.com/restaurants/kerala-cafe-gaon-kamaan-baner-pune-52362,Kerala Cafe,"Kerala, South Indian",3.9•-- MINS•₹900 FOR TWO
