details,title,spec,ratt
https://www.swiggy.com/restaurants/desi-handi-pcmc-pune-51897,DESI HANDI,"North Indian, Biryani, Chinese",3.0•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/big-bowl-company-pcmc-pune-348995,Big Bowl Company,"North Indian, Chinese, Biryani, Fast Food",4.3•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/tekchand-nasta-house-pcmc-pune-264396,Tekchand Nasta House,"South Indian, Indian",4.0•-- MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/sms-german-bakery-pcmc-pune-348991,sms german bakery,Bakery,--•-- MINS•₹289 FOR TWO
https://www.swiggy.com/restaurants/bread-bash-pcmc-pune-349287,BREAD BASH,Snacks,--•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/gelato-italiano-pcmc-pune-61467,Gelato italiano,Desserts,--•-- MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/baskin-robbins-pimpari-pcmc-pune-276012,Baskin Robbins,"Desserts, Ice Cream",--•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/r-k-caterers-biryaniwale-pcmc-pune-148776,R.K. Caterers (Biryaniwale),Biryani,4.2•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/the-egg-cafe-pcmc-pune-123673,The Egg Cafe,Fast Food,--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/shawarma-delight-pcmc-pune-344823,Shawarma Delight,"Arabian, Lebanese",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/kgn-xprs-chaphekar-chowk-chinchwad-pcmc-pune-88147,Kgn Xprs (Chaphekar Chowk),"North Indian, Chinese, Biryani, Tandoor",4.1•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/waghere-yancha-ranmala-chinchwad-pcmc-pune-105689,Waghere Yancha Ranmala,Maharashtrian,--•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/cafe-cilantro-pcmc-pune-217519,Cafe Cilantro,Fast Food,4.1•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/kfc-kfc-elpro-mall-pcmc-pune-235625,KFC,"American, Fast Food, Snacks",4.1•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/the-szechuan-shack-pcmc-pune-373080,The Szechuan Shack,"Indian, Chinese",--•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/nic-natural-ice-creams-next-to-ganpati-mandir-near-deep-automobile-pcmc-pune-64065,NIC Natural Ice Creams,"Ice Cream, Desserts",4.5•-- MINS•₹120 FOR TWO
https://www.swiggy.com/restaurants/homely-meals-69-pcmc-pune-223519,Homely Meals @69,Home Food,4.2•-- MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/cafe-chokolade-komal-appt-pcmc-pune-344260,Cafe Chokolade,"Ice Cream, Desserts",4.4•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/kwality-walls-frozen-dessert-and-ice-cream-shop-pcmc-pune-380719,Kwality Walls Frozen Dessert and Ice Cream Shop,Ice Cream,--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/highers-cafe-pcmc-pune-287769,HIGHERS CAFE,Cafe,--•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/burger-king-chinchwad-gaon-pcmc-pune-203925,Burger King,"American, Fast Food",4.2•-- MINS•₹350 FOR TWO
https://www.swiggy.com/restaurants/hello-home-veg-pcmc-pune-259376,Hello Home (Veg),"Indian, Beverages",4.3•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/subway-pcmc-pune-29937,Subway,"Fast Food, Healthy Food, Salads, Snacks, Desserts, Beverages",4.2•-- MINS•₹350 FOR TWO
https://www.swiggy.com/restaurants/aansh-samosa-cafe-pimpri-pcmc-pune-96790,Aansh Samosa Cafe,Fast Food,4.1•-- MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/khadda-kombdi-pcmc-pune-250792,KHADDA KOMBDI,"Indian, Mughlai",--•-- MINS•₹350 FOR TWO
https://www.swiggy.com/restaurants/punjab-rasoi-pimpri-pcmc-pune-22060,Punjab Rasoi,"North Indian, Fast Food",3.3•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/satwez-food-xpress-pcmc-pune-353240,Satwez Food Xpress,Indian,--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/chopstix-pcmc-pune-382576,CHOPSTIX,Chinese,--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/swadesh-pcmc-pune-121121,Swadesh,"Chinese, North Indian",4.2•-- MINS•₹700 FOR TWO
https://www.swiggy.com/restaurants/pawars-kitchen-wala-pcmc-pune-361770,Pawars  kitchen wala,Indian,--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/basilio-restaurant-pcmc-pune-364806,BASILIO RESTAURANT,"Indian, Ice Cream, Salads, Chinese",--•-- MINS•₹280 FOR TWO
https://www.swiggy.com/restaurants/cozy-home-kitchen-pcmc-pune-344139,COZY HOME KITCHEN,"Snacks, North Indian, Desserts, Beverages",--•-- MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/nawabi-restaurant-pcmc-pune-344933,NAWABI RESTAURANT,"North Indian, Chinese, Biryani, Kebabs",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/tiranga-pimpri-opposite-corporation-pcmc-pune-17039,Tiranga (Pimpri),"Biryani, Maharashtrian, North Indian",4.2•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/taco-bell-elpro-city-square-mall-pcmc-pune-240443,Taco Bell,Mexican,4.0•-- MINS•₹600 FOR TWO
https://www.swiggy.com/restaurants/radha-soami-pcmc-pune-46009,Radha Soami,Chinese,--•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/marasim-pcmc-pune-250807,MARASIM,"Indian, Maharashtrian",--•-- MINS•₹350 FOR TWO
https://www.swiggy.com/restaurants/delicious-poona-bakers-pcmc-pune-377218,Delicious poona Bakers,Bakery,--•-- MINS•₹450 FOR TWO
https://www.swiggy.com/restaurants/pizza-hut-jewel-of-pimpri-pcmc-pune-10291,Pizza Hut,"Pizzas, Fast Food",3.9•-- MINS•₹350 FOR TWO
https://www.swiggy.com/restaurants/the-tasty-wok-pcmc-pune-298825,THE TASTY WOK,"Indian, Chinese",--•-- MINS•₹500 FOR TWO
https://www.swiggy.com/restaurants/kings-restaurant-and-chinese-food-pcmc-pune-349267,Kings Restaurant And Chinese Food,"Chinese, Fast Food",--•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/cafe-chocolicious-pcmc-pune-65721,cafe chocolicious,"Fast Food, Italian, Beverages",3.7•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/satgurus-punjabi-rasoi-pcmc-pune-234200,Satguru's Punjabi Rasoi,"Biryani, Kebabs, North Indian",3.6•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/shivneri-bhel-near-maruti-mandir-pcmc-pune-208035,Shivneri Bhel,Chaat,--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/hotel-marathi-bana-premsagar-soc-pcmc-pune-163794,Hotel Marathi bana,Maharashtrian,--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/arebian-shawarma-night-pcmc-pune-65724,Arebian shawarma night,"Arabian, Italian",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/nevale-misal-behind-old-chinchwad-police-station-pcmc-pune-25546,Nevale Misal,Fast Food,4.2•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/bakers-hut-pcmc-pune-51320,Baker's Hut,Bakery,4.0•-- MINS•₹350 FOR TWO
https://www.swiggy.com/restaurants/richards-chinese-corner-pimpri-pcmc-pune-79218,Richards Chinese Corner,"Chinese, North Indian",4.0•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/yummy-pan-p-n-gadgil-jwelers-near-chafekar-chowk-pcmc-pune-167910,Yummy Pan,"Indian, Chinese",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/shirish-china-park-opposite-tata-motors-pcmc-pune-25540,Shirish China Park,Chinese,3.9•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/gs-treat-pcmc-pune-145204,GS Treat,"North Indian, Chinese, Tandoor",3.4•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/mcdonalds-premier-plaza-pcmc-pune-33859,McDonald's,Fast Food,4.3•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/lassi-ghar-pcmc-pune-94957,Lassi ghar,"Desserts, Beverages",3.7•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/feast-cafe-and-lounge-spree-hotel-opposite-morwadi-court-pcmc-pune-17016,Feast Cafe and Lounge Spree Hotel,"North Indian, Chinese",4.5•-- MINS•₹800 FOR TWO
https://www.swiggy.com/restaurants/izletes-pizza-pimpri-pcmc-pune-364392,Izletes Pizza-Pimpri,"Italian, Thalis, Beverages",--•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/raaga-thali-and-pure-veg-restaurant-pcmc-pune-42318,Raaga Thali & Pure Veg Restaurant,"Maharashtrian, Indian, Thalis",4.1•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/hotel-famous-pimpri-colony-pcmc-pune-166931,hotel famous,"North Indian, Chinese",--•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/atharva-snacks-point-pcmc-pune-257572,Atharva snacks point,"Chinese, Fast Food, South Indian",--•-- MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/tarriii-misal-house-pcmc-pune-28821,Tarriii Misal House,Maharashtrian,--•-- MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/coquette-homemade-pcmc-pune-315268,Coquette Homemade,"Desserts, Bakery",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/sai-restaurant-pimple-nilakh-pcmc-pune-126758,Sai Restaurant,"Indian, North Indian, Chinese",3.9•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/new-poona-bakery-kalewadi-road-pcmc-pune-168555,New Poona Bakery,"Bakery, Beverages",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/the-daily-baker-cakes-and-icecream-pcmc-pune-142980,The Daily Baker Cakes & Icecream,"Desserts, Bakery",3.2•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/gazania-foods-swastikspiraroad-moshi-pcmc-pune-204000,Gazania Foods,South Indian,--•-- MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/thakkar-dining-hall-kalbhor-nagar-pcmc-pune-52541,Thakkar Dining Hall,North Indian,3.9•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/behrouz-biryani-premier-plaza-pcmc-pune-16843,Behrouz Biryani,"Biryani, Mughlai, Lucknowi, Kebabs, Hyderabadi, North Indian, Persian, Desserts",--•-- MINS•₹500 FOR TWO
https://www.swiggy.com/restaurants/kavi-misal-pcmc-pune-103898,Kavi Misal,"Fast Food, Beverages",3.9•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/reddys-hyderabadi-biryani-near-yashawant-nagar-chowk-pcmc-pune-51457,Reddy's Hyderabadi Biryani,"Biryani, North Indian",3.9•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/kns-pcmc-pune-201092,KNS,"Fast Food, Italian, Pizzas, Beverages",3.6•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/mumbai-tadka-pcmc-pune-276989,MUMBAI TADKA,"Indian, Chinese",--•-- MINS•₹600 FOR TWO
https://www.swiggy.com/restaurants/the-village-sant-tukaram-nagar-pcmc-pune-6717,The Village,"North Indian, Chinese",3.7•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/dominos-pizza-kalewadi-pcmc-pune-367418,Domino's Pizza,Pizzas,4.5•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/dakshin-sant-tukaram-nagar-pcmc-pune-6716,Dakshin,"North Indian, Chinese",3.8•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/flavours-noorya-hometel-chinchwad-pcmc-pune-49617,Flavours - Noorya Hometel,"North Indian, Continental, Chinese, Thai",--•-- MINS•₹500 FOR TWO
https://www.swiggy.com/restaurants/azu-bg-block-midc-bhosari-pcmc-pune-49859,Azu,"North Indian, Fast Food",--•-- MINS•₹450 FOR TWO
https://www.swiggy.com/restaurants/ubq-by-barbeque-nation-pcmc-pune-105254,UBQ by Barbeque Nation,"North Indian, Mughlai, Seafood, Biryani, Desserts, Kebabs",3.7•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/burger-box-nigdi-pcmc-pune-267227,Burger Box,"Fast Food, Indian",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/malashree-pure-veg-pcmc-pune-180554,Malashree pure veg,"North Indian, Chinese, Biryani",--•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/healthy-wealthy-pcmc-pune-321471,HEALTHY WEALTHY,Indian,4.3•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/krishnankita-veg-mohannagar-pcmc-pune-160862,Krishnankita Veg,"Indian, Snacks, Beverages, Desserts",4.0•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/swad-junction-pcmc-pune-294249,SWAD JUNCTION,"Indian, Snacks",--•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/cafe-cloud-9-pcmc-pune-336728,Cafe Cloud 9,"Continental, Beverages, Fast Food, Pizzas",--•-- MINS•₹100 FOR TWO
https://www.swiggy.com/restaurants/awwsome-bite-pcmc-pune-35692,AwwSome Bite,"Fast Food, Pastas, Pizzas, Italian",4.0•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/cheesy-land-cafe-pcmc-pune-184591,Cheesy Land Cafe,Fast Food,--•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/pooja-snack-centre-pcmc-pune-237170,Pooja Snack Centre,"Beverages, Chinese, Indian, Snacks",--•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/kk-multicuisine-pcmc-pune-356536,KK MULTICUISINE,"Chinese, Indian",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/eagle-boys-pizzeria-and-cafe-pcmc-pune-341757,EAGLE BOYS PIZZERIA AND CAFE,"Pizzas, Pastas, Snacks",4.4•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/the-pizza-room-pcmc-pune-356542,The Pizza Room,"Italian, Pizzas, Snacks",4.1•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/delhi-di-kitchen-pcmc-pune-379301,Delhi Di Kitchen ,"North Indian, Chinese, Indian",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/delight-shawarma-point-pcmc-pune-367302,DELIGHT SHAWARMA POINT,"Arabian, Continental",--•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/a-loaf-story-between-the-breads-pimpri-chinchwad-link-road-pcmc-pune-51469,A Loaf Story (Between the Breads),"Fast Food, Pizzas, Beverages",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/chinese-wok-wok-express-pcmc-pune-323526,Chinese Wok (Wok Express),Chinese,3.8•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/bird-valley-shahu-nagar-midc-pcmc-pune-51468,"Bird Valley, Shahu Nagar","North Indian, Seafood, Continental, Chinese",4.1•-- MINS•₹700 FOR TWO
https://www.swiggy.com/restaurants/barbeque-nation-city-one-mall-above-central-pcmc-pune-305792,Barbeque Nation,"North Indian, Mughlai, Seafood, Biryani, Desserts, Kebabs",3.3•-- MINS•₹600 FOR TWO
https://www.swiggy.com/restaurants/express-cafe-by-holiday-inn-express-pimpri-colony-pcmc-pune-308389,Express Cafe by Holiday Inn Express,"Indian, Chinese",--•-- MINS•₹800 FOR TWO
https://www.swiggy.com/restaurants/little-italy-trsla-crest-pcmc-pune-6727,Little Italy,"Pizzas, Salads, Combo, Italian, Mexican, Desserts, Beverages",4.3•-- MINS•₹850 FOR TWO
https://www.swiggy.com/restaurants/box8-desi-meals-chinchwad-pcmc-pune-289341,BOX8 - Desi Meals,"North Indian, Biryani, Fast Food, Combo, Snacks",4.0•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/imperial-biryani-pcmc-pune-244911,Imperial Biryani,"Mughlai, North Indian, Kebabs, Combo",--•-- MINS•₹250 FOR TWO
https://www.swiggy.com/restaurants/kohinoor-family-restaurant-veg-non-veg-pimpri-chinchwad-maharashtra-india-pcmc-pune-90010,kohinoor family restaurant veg non-veg,"Indian, Chinese",--•-- MINS•₹350 FOR TWO
https://www.swiggy.com/restaurants/srinivas-shegaon-kachori-and-snacks-center-pcmc-pune-374752,Srinivas Shegaon Kachori and Snacks Center,"Snacks, Sweets, Beverages",--•-- MINS•₹150 FOR TWO
https://www.swiggy.com/restaurants/foodies-loves-pcmc-pune-347295,Foodies Loves,"Beverages, Grill, Continental",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/hite-bar-pcmc-pune-203607,Hite Bar,"American, Fast Food",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/hira-bakery-and-sweets-pcmc-pune-217570,Hira bakery and sweets,"Bakery, Sweets",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/shawarma-culture-pcmc-pune-379525,Shawarma Culture,"Snacks, Fast Food",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/lockhart-sambhajinagar-pcmc-pune-293171,LOCKHART,"Fast Food, Pizzas, Pastas, Beverages",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/wrappy-trappy-pcmc-pune-308398,Wrappy Trappy,Snacks,2.8•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/special-indore-pcmc-pune-333694,SPECIAL INDORE,Snacks,--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/salt-mango-tree-pcmc-pune-357400,Salt Mango Tree,Biryani,--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/wow-china-by-wow-momo-elpro-city-square-pcmc-pune-248962,Wow! China by Wow! Momo,"Tibetan, Fast Food, Chinese, Asian, Snacks, Continental, Desserts, Beverages",3.8•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/wow-momo-elpro-city-square-pcmc-pune-248961,Wow! Momo,"Tibetan, Fast Food, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts,...",4.0•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/mad-over-donuts-elpro-city-square-pcmc-pune-245574,Mad Over Donuts,"Desserts, Bakery",4.2•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/sheetal-refreshment-pcmc-pune-322449,SHEETAL REFRESHMENT,"South Indian, North Indian, Chinese, Fast Food",4.6•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/jay-ganesh-juice-bar-and-icecream-parlour-pcmc-pune-372580,JAY GANESH JUICE BAR AND ICECREAM PARLOUR,Beverages,--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/chaat-bazaar-pcmc-pune-83040,Chaat Bazaar,Fast Food,--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/rk-pizza-and-coffee-house-pcmc-pune-134590,RK Pizza And Coffee House,"Cafe, Fast Food",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/pratik-biryani-house-kakade-corner-pcmc-pune-25869,Pratik Biryani House,"North Indian, Biryani",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/food-first-narhe-pcmc-pune-325931,FOOD FIRST,"Italian, Pizzas, Chinese",--•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/unique-biryani-pcmc-pune-129289,Unique Biryani,North Indian,--•-- MINS•₹500 FOR TWO
https://www.swiggy.com/restaurants/mitran-da-junction-pcmc-pune-261624,Mitran Da junction,North Indian,4.3•-- MINS•₹300 FOR TWO
https://www.swiggy.com/restaurants/lunchbox-shop-no-18-pcmc-pune-62930,LunchBox,"North Indian, Chinese, Desserts, Biryani",--•-- MINS•₹200 FOR TWO
https://www.swiggy.com/restaurants/kamini-pcmc-pune-110428,Kamini,"Chinese, North Indian, Desserts, Italian, Beverages, Mughlai",4.2•-- MINS•₹400 FOR TWO
https://www.swiggy.com/restaurants/cakes-world-pcmc-pune-250284,cakes world,Bakery,--•-- MINS•₹160 FOR TWO
