url,Restaurant_Name,cuisine,ratt,locality
https://www.swiggy.com/restaurants/sakshi-test-thane-mumbai-357455,Sakshi test,Chinese,--•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/divinaation-cakes-n-more-thane-mumbai-357696,DIVINAATION CAKES N MORE,Desserts,--•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/the-daily-all-day-thane-mumbai-357454,The Daily all day,Chinese,--•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/prashant-corner-thane-mumbai-380341,Prashant Corner,"Street Food, Chaat, Snacks, Desserts, Sweets, Beverages",4.5•-- MINS•₹400 FOR TWO,THANE
https://www.swiggy.com/restaurants/urban-kitchen-thane-mumbai-324373,Urban Kitchen,"Chinese, Indian, Tandoor, Kebabs, Biryani, Seafood",3.9•-- MINS•₹500 FOR TWO,THANE
https://www.swiggy.com/restaurants/oye-kiddan-thane-mumbai-233984,Oye Kiddan,North Indian,3.8•-- MINS•₹250 FOR TWO,THANE
https://www.swiggy.com/restaurants/biryani-house-family-restaurant-kopari-pachpakhadi-thane-mumbai-367249,Biryani House Family Restaurant,"Indian, Chinese, Biryani",3.9•-- MINS•₹250 FOR TWO,THANE
https://www.swiggy.com/restaurants/meal-house-thane-mumbai-157166,Meal House,"North Indian, Chinese, Fast Food",--•-- MINS•₹400 FOR TWO,THANE
https://www.swiggy.com/restaurants/the-j-vasant-vihar-thane-mumbai-57824,The J,"American, Fast Food, Desserts",4.3•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/soul-kitchen-thane-mumbai-349535,Soul Kitchen,"Indian, Tandoor, Chinese",--•-- MINS•₹500 FOR TWO,THANE
https://www.swiggy.com/restaurants/zippy-bowls-pawar-nagar-thane-mumbai-322199,Zippy Bowls,"Biryani, Chinese, Combo, Desserts, North Indian, Pan-Asian",--•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/sweet-bengal-shiv-sai-shopping-complex-thane-mumbai-349893,Sweet Bengal,"Sweets, Indian, Snacks, Desserts",4.6•-- MINS•₹150 FOR TWO,THANE
https://www.swiggy.com/restaurants/saish-shawarma-centre-thane-mumbai-268721,SAISH  SHAWARMA CENTRE,Middle Eastern,--•-- MINS•₹400 FOR TWO,THANE
https://www.swiggy.com/restaurants/cake-for-me-thane-mumbai-346021,Cake For Me,Bakery,--•-- MINS•₹250 FOR TWO,THANE
https://www.swiggy.com/restaurants/90s-kitchen-thane-mumbai-337548,90S KITCHEN,"North Indian, Tandoor, Kebabs, Mughlai, Coastal, Chinese",--•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/theobroma-west-thane-mumbai-47606,Theobroma,"Bakery, Desserts, Beverages, Cafe",4.5•-- MINS•₹800 FOR TWO,THANE
https://www.swiggy.com/restaurants/cold-stone-creamery-viviana-mall-thane-mumbai-232406,Cold Stone Creamery,"Ice Cream, Desserts, Beverages",4.2•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/the-chopstixx-subhashnagar-thane-mumbai-169249,The Chopstixx,"Indian, Fast Food",3.9•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/mr-madras-thane-mumbai-356370,Mr Madras,"Indian, South Indian",3.7•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/chai-point-west-thane-mumbai-234706,Chai Point,"Bakery, Cafe, Combo, Beverages, Maharashtrian, Snacks, Street Food, South Indian...",4.3•-- MINS•₹150 FOR TWO,THANE
https://www.swiggy.com/restaurants/thane-canteen-thane-mumbai-258933,THANE CANTEEN,"Chinese, Indian, South Indian",4.6•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/suruchi-misal-house-thane-mumbai-213903,Suruchi Misal House,"Maharashtrian, Snacks",4.3•-- MINS•₹150 FOR TWO,THANE
https://www.swiggy.com/restaurants/tiger-biryani-thane-mumbai-356376,Tiger Biryani,"Indian, North Indian, Beverages, Biryani",3.7•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/om-sai-multi-cuisine-kalpataru-industrial-estate-thane-mumbai-147479,om sai multi cuisine,"Indian, Chinese",4.0•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/falafels-next-to-jupiter-hospital-thane-mumbai-13619,Falafel's,Lebanese,3.6•-- MINS•₹600 FOR TWO,THANE
https://www.swiggy.com/restaurants/chache-da-kitchen-lokpuram-road-thane-mumbai-170111,Chache Da Kitchen,Indian,3.9•-- MINS•₹250 FOR TWO,THANE
https://www.swiggy.com/restaurants/fragola-cakes-and-more-khopat-thane-mumbai-233732,Fragola Cakes & More,"Bakery, Desserts",4.2•-- MINS•₹400 FOR TWO,THANE
https://www.swiggy.com/restaurants/garma-garam-lok-upvan-vasant-vihar-thane-mumbai-170594,Garma Garam,"Chinese, Indian, North Indian, Tandoor, Biryani, Seafood, Kebabs, Malwani, Goan",4.0•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/gazal-restaurant-thane-mumbai-305707,GAZAL RESTAURANT,Indian,--•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/winni-cakes-and-more-thane-mumbai-368360,Winni Cakes and More,"Bakery, Desserts",--•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/city-sandwich-thane-mumbai-43115,City Sandwich,Fast Food,4.0•-- MINS•₹350 FOR TWO,THANE
https://www.swiggy.com/restaurants/supreeme-pizza-thane-mumbai-348675,SUPREEME PIZZA,"Pizzas, Fast Food",3.9•-- MINS•₹350 FOR TWO,THANE
https://www.swiggy.com/restaurants/wok-o4-thane-mumbai-336446,Wok O4,"Continental, Chinese",3.8•-- MINS•₹250 FOR TWO,THANE
https://www.swiggy.com/restaurants/bawarchi-biryani-and-parathas-thane-mumbai-337777,BAWARCHI BIRYANI & PARATHAS,Indian,--•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/health-bloom-by-cafe-amigos-thane-mumbai-383872,Health Bloom by Cafe Amigos,Healthy Food,--•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/the-jalsa-by-nanumal-bhojraaj-thane-mumbai-194312,The Jalsa- By Nanumal Bhojraaj,"North Indian, Snacks, Biryani",--•-- MINS•₹400 FOR TWO,THANE
https://www.swiggy.com/restaurants/amazingly-delicious-thane-mumbai-338868,AMAZINGLY DELICIOUS,"Fast Food, Pizzas, Juices, Snacks, Indian",--•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/gargis-kitchen-thane-mumbai-358324,Gargi's Kitchen,Bakery,--•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/mandarin-chinese-corner-thane-mumbai-379267,Mandarin chinese corner,"Chinese, Asian, North Indian, Fast Food, Thai",--•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/o-cakes-vasant-vihar-hiranandani-estate-thane-mumbai-314538,O-Cakes (Vasant Vihar),"Bakery, Snacks",4.4•-- MINS•₹350 FOR TWO,THANE
https://www.swiggy.com/restaurants/hotel-shivam-thane-mumbai-300140,HOTEL SHIVAM,"Indian, Snacks",--•-- MINS•₹250 FOR TWO,THANE
https://www.swiggy.com/restaurants/seasons-cafe-gladys-alvarez-road-hiranandani-meadows-thane-mumbai-233400,Seasons Cafe,"Beverages, American, Pizzas, Snacks",--•-- MINS•₹250 FOR TWO,THANE
https://www.swiggy.com/restaurants/the-cakeway-thane-mumbai-277428,The Cakeway,Indian,4.4•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/cannon-pavbhaji-and-snacks-station-thane-mumbai-42261,Cannon Pavbhaji & Snacks,"Fast Food, Indian, Chinese",4.0•-- MINS•₹250 FOR TWO,THANE
https://www.swiggy.com/restaurants/dwara-kitchen-and-bar-thane-mumbai-301476,DWARA kitchen & bar,Indian,--•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/swad-chinese-majiwada-west-thane-mumbai-86163,Swad Chinese,Chinese,4.0•-- MINS•₹450 FOR TWO,THANE
https://www.swiggy.com/restaurants/annas-5-state-5-taste-thane-mumbai-190198,Anna's 5 State 5 Taste,"Fast Food, South Indian",4.3•-- MINS•₹400 FOR TWO,THANE
https://www.swiggy.com/restaurants/meals-and-tiffins-malad-west-thane-mumbai-184767,Meals & Tiffins,"Home Food, Combo, North Indian, Indian",--•-- MINS•₹150 FOR TWO,THANE
https://www.swiggy.com/restaurants/starbucks-coffee-viviana-mall-thane-mumbai-104572,Starbucks Coffee,"Beverages, Ice Cream",4.3•-- MINS•₹400 FOR TWO,THANE
https://www.swiggy.com/restaurants/shree-krishna-pavbhaji-center-brundavan-society-thane-mumbai-67772,Shree Krishna pavbhaji center,"Snacks, North Indian",4.2•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/asia-kitchen-by-mainland-china-viviana-mall-thane-mumbai-326517,Asia Kitchen By Mainland China,"Asian, Chinese, Oriental",--•-- MINS•₹850 FOR TWO,THANE
https://www.swiggy.com/restaurants/blossom-the-fusion-spot-west-thane-mumbai-245962,Blossom- The Fusion Spot,"Asian, Burmese, Chinese, Continental, Fast Food",--•-- MINS•₹400 FOR TWO,THANE
https://www.swiggy.com/restaurants/babajaaan-family-restaurant-majiwada-nasik-highway-road-thane-mumbai-339952,Babajaaan Family Restaurant,"Indian, North Indian",--•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/luckys-thane-mumbai-336441,Luckys,Indian,--•-- MINS•₹250 FOR TWO,THANE
https://www.swiggy.com/restaurants/fit-cafe-thane-mumbai-254310,FIT CAFE,"Fast Food, Pizzas",4.4•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/biryani-darbar-thane-mumbai-337530,Biryani Darbar,"North Indian, Biryani, Tandoor",4.2•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/hungry-boyz-thane-mumbai-198927,Hungry Boyz,"Chinese, Indian, North Indian, Tandoor",--•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/the-wadapav-cafe-pokhran-road-02-thane-mumbai-171229,The Wadapav Cafe,Fast Food,--•-- MINS•₹150 FOR TWO,THANE
https://www.swiggy.com/restaurants/one-storey-cafe-thane-mumbai-356035,One Storey Cafe,"Fast Food, Chinese",--•-- MINS•₹400 FOR TWO,THANE
https://www.swiggy.com/restaurants/delta-9-cafe-thane-mumbai-135286,Delta 9 Cafe,"Cafe, Pizzas, Indian, Italian, Continental",--•-- MINS•₹400 FOR TWO,THANE
https://www.swiggy.com/restaurants/ankita-poli-bhaji-kendra-thane-mumbai-241251,Ankita Poli Bhaji Kendra,Indian,4.4•-- MINS•₹400 FOR TWO,THANE
https://www.swiggy.com/restaurants/sweet-fusion-thane-mumbai-368369,SWEET FUSION,"Desserts, Ice Cream",4.5•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/mh-09-shetkari-thane-mumbai-300277,MH 09 SHETKARI,Maharashtrian,4.3•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/the-bombay-fries-vasant-vihar-thane-mumbai-58949,The Bombay Fries,Snacks,4.0•-- MINS•₹250 FOR TWO,THANE
https://www.swiggy.com/restaurants/new-york-burrito-company-thane-mumbai-324102,New York burrito company,"Mexican, American",4.3•-- MINS•₹500 FOR TWO,THANE
https://www.swiggy.com/restaurants/hotel-swagath-castle-mill-west-thane-mumbai-34636,Hotel Swagath,"Punjabi, South Indian, Biryani, Chinese, Fast Food, Snacks, Kebabs",4.1•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/thali-the-restaurant-dhokali-thane-mumbai-254319,THALI THE RESTAURANT,"North Indian, Bengali",--•-- MINS•₹400 FOR TWO,THANE
https://www.swiggy.com/restaurants/uttar-dakshin-opp-tata-glandale-gladys-alwares-road-thane-mumbai-223509,Uttar Dakshin,"Indian, North Indian, Chinese, South Indian",4.1•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/som-veggies-shreenagar-w-thane-mumbai-348893,Som Veggies,"South Indian, North Indian, Fast Food",4.2•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/oriental-spice-ghodbunder-thane-mumbai-70158,Oriental Spice,Chinese,4.2•-- MINS•₹1300 FOR TWO,THANE
https://www.swiggy.com/restaurants/persiana-hyderabadi-biryani-vasant-vihar-thane-mumbai-73302,Persiana Hyderabadi Biryani,"Biryani, Beverages",3.8•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/itminaan-biryani-dum-pukht-panchpakhadi-thane-mumbai-313671,Itminaan Biryani - Dum Pukht,"Biryani, North Indian, Mughlai",4.2•-- MINS•₹400 FOR TWO,THANE
https://www.swiggy.com/restaurants/vegaan-cafe-thane-mumbai-372647,VEGAAN CAFE,"Cafe, Continental, Beverages",--•-- MINS•₹350 FOR TWO,THANE
https://www.swiggy.com/restaurants/pet-ka-sawaal-kitchen-thane-mumbai-350610,Pet Ka Sawaal Kitchen,Indian,--•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/lunch-break-thane-mumbai-356166,Lunch Break,"Indian, Thalis",--•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/gomantak-municipal-school-dagdi-school-thane-mumbai-174487,Gomantak,"Malwani, Seafood, Maharashtrian, North Indian, Indian",--•-- MINS•₹450 FOR TWO,THANE
https://www.swiggy.com/restaurants/cafe-amigos-meadows-manpada-thane-mumbai-13129,Cafe Amigos_Meadows,"Italian, Lebanese, Fast Food",3.9•-- MINS•₹400 FOR TWO,THANE
https://www.swiggy.com/restaurants/ashapura-snacks-majiwada-west-thane-mumbai-47251,Ashapura Snacks,South Indian,4.2•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/persiana-kilo-biryani-vasant-vihar-thane-mumbai-300483,PERSIANA KILO BIRYANI,Indian,--•-- MINS•₹400 FOR TWO,THANE
https://www.swiggy.com/restaurants/shradda-fine-dine-thane-mumbai-303871,Shradda fine dine,Indian,--•-- MINS•₹600 FOR TWO,THANE
https://www.swiggy.com/restaurants/raju-chinese-thane-mumbai-247609,Raju Chinese,"Indian, Chinese",--•-- MINS•₹400 FOR TWO,THANE
https://www.swiggy.com/restaurants/pizza-hut-thane-mumbai-9871,Pizza Hut,"Pizzas, Fast Food",3.5•-- MINS•₹350 FOR TWO,THANE
https://www.swiggy.com/restaurants/spices-and-herbs-near-tikujiniwadi-thane-mumbai-346344,Spices and Herbs,"Chinese, Indian, Tandoor, North Indian",--•-- MINS•₹350 FOR TWO,THANE
https://www.swiggy.com/restaurants/wedgewood-kitchen-thane-mumbai-326737,WEDGEWOOD KITCHEN,Continental,--•-- MINS•₹500 FOR TWO,THANE
https://www.swiggy.com/restaurants/matha-kerala-kitchen-thane-mumbai-349850,Matha Kerala Kitchen,"Kerala, Seafood, Arabian, Grill",3.6•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/onam-authentic-south-indian-food-thane-mumbai-300128,Onam - Authentic South Indian Food,South Indian,3.0•-- MINS•₹150 FOR TWO,THANE
https://www.swiggy.com/restaurants/barbeque-nation-court-korum-mall-thane-mumbai-305814,Barbeque Nation,"North Indian, Mughlai, Seafood, Biryani, Desserts, Kebabs",3.5•-- MINS•₹600 FOR TWO,THANE
https://www.swiggy.com/restaurants/preeti-sandwiches-and-juice-point-dhokali-thane-mumbai-256200,PREETI SANDWICHES & JUICE POINT DHOKALI,Indian,3.7•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/cafe-nutrithink-govind-bachaji-rd-charai-thane-mumbai-200630,Cafe Nutrithink,"Continental, Salads, Juices, Italian, Mexican, Cafe, Beverages",4.5•-- MINS•₹600 FOR TWO,THANE
https://www.swiggy.com/restaurants/the-monk-thane-mumbai-332178,The Monk,Chinese,--•-- MINS•₹250 FOR TWO,THANE
https://www.swiggy.com/restaurants/the-himalayan-kitchen-thane-mumbai-332066,The Himalayan Kitchen,Chinese,--•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/tandoor-tawa-aur-karahi-thane-mumbai-313438,Tandoor Tawa Aur Karahi,"Mughlai, North Indian",4.3•-- MINS•₹400 FOR TWO,THANE
https://www.swiggy.com/restaurants/shawarmaji-vasant-vihar-thane-mumbai-245671,Shawarmaji (Vasant Vihar),"Grill, Tandoor",4.4•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/ocean-fresh-catch-thane-mumbai-54920,Ocean Fresh Catch,"Seafood, Malwani, Fast Food",4.0•-- MINS•₹450 FOR TWO,THANE
https://www.swiggy.com/restaurants/sakura-thane-mumbai-326741,SAKURA,Indian,--•-- MINS•₹500 FOR TWO,THANE
https://www.swiggy.com/restaurants/spice-library-thane-mumbai-326740,SPICE LIBRARY,Indian,--•-- MINS•₹500 FOR TWO,THANE
https://www.swiggy.com/mumbai/the-hotel-hindustan-thane,The Hotel Hindustan,South Indian,--•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/notjustmaakakhana-thane-mumbai-367195,NotJustMaaKaKhana,"Indian, Snacks, Desserts",--•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/mainland-china-thane-mumbai-9642,Mainland China,"Chinese, Oriental, Thai, Pan-Asian, Seafood, Asian, Desserts",4.3•-- MINS•₹850 FOR TWO,THANE
https://www.swiggy.com/restaurants/vadapav-com-thane-mumbai-372302,VADAPAV.COM,"Fast Food, Snacks, Street Food, North Indian",4.0•-- MINS•₹100 FOR TWO,THANE
https://www.swiggy.com/restaurants/the-gypsy-kitchen-panchpakhadi-thane-mumbai-301664,The Gypsy Kitchen,Seafood,--•-- MINS•₹600 FOR TWO,THANE
https://www.swiggy.com/restaurants/ritz-chinese-thane-mumbai-233572,Ritz Chinese,Chinese,--•-- MINS•₹350 FOR TWO,THANE
https://www.swiggy.com/restaurants/shamikas-kitchen-thane-mumbai-95234,Shamika's Kitchen,Indian,--•-- MINS•₹450 FOR TWO,THANE
https://www.swiggy.com/restaurants/fit-food-company-meadows-thane-mumbai-61589,Fit Food Company,"Healthy Food, Continental, Salads, Juices, Seafood, Beverages",4.0•-- MINS•₹650 FOR TWO,THANE
https://www.swiggy.com/restaurants/durga-lunch-home-thane-mumbai-334224,Durga lunch home,"Chinese, Indian",4.1•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/veg-express-thane-mumbai-276020,Veg express,Fast Food,--•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/great-indian-khichdi-thane-mumbai-257735,Great Indian Khichdi,"Indian, Home Food, Healthy Food, Snacks",4.3•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/biryani-darbar-thane-thane-mumbai-178748,BIRYANI DARBAR THANE,"Chinese, Indian",--•-- MINS•₹400 FOR TWO,THANE
https://www.swiggy.com/restaurants/mad-over-donuts-subash-nagar-thane-mumbai-9639,Mad Over Donuts,"Desserts, Bakery",4.4•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/dtwo-states-manpada-thane-mumbai-55907,D'Two States,"North Indian, Chinese, Maharashtrian, Mughlai, Punjabi, Biryani, Kebabs",3.9•-- MINS•₹400 FOR TWO,THANE
https://www.swiggy.com/restaurants/recharge-citylights-thane-mumbai-369147,RECHARGE@CITYLIGHTS,Biryani,--•-- MINS•₹350 FOR TWO,THANE
https://www.swiggy.com/restaurants/mamledar-misal-kopri-thane-mumbai-95468,Mamledar Misal kopri,North Indian,3.9•-- MINS•₹150 FOR TWO,THANE
https://www.swiggy.com/restaurants/harish-lunch-home-khopat-west-thane-mumbai-70064,Harish Lunch Home,"North Indian, Chinese, Seafood, Mangalorean, Malwani",4.3•-- MINS•₹400 FOR TWO,THANE
https://www.swiggy.com/restaurants/ocean-thane-mumbai-225811,Ocean,"Cafe, Desserts, Snacks",--•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/food-51-thane-mumbai-97884,Food 51,"Fast Food, Indian, Desserts",--•-- MINS•₹250 FOR TWO,THANE
https://www.swiggy.com/restaurants/leancrust-pizza-panchpakhadi-thane-mumbai-313533,LeanCrust Pizza,"Pizzas, Italian",3.6•-- MINS•₹350 FOR TWO,THANE
https://www.swiggy.com/restaurants/swaagat-india-thane-mumbai-359105,Swaagat India,Chinese,--•-- MINS•₹250 FOR TWO,THANE
https://www.swiggy.com/restaurants/chinese-wok-wok-express-viviana-mall-majiwada-west-thane-mumbai-53730,Chinese Wok (Wok Express) ,"Chinese, Asian",3.8•-- MINS•₹250 FOR TWO,THANE
https://www.swiggy.com/restaurants/ratnakokan-thane-mumbai-127228,RatnaKokan,"North Indian, Chinese, Mangalorean, Seafood",4.3•-- MINS•₹400 FOR TWO,THANE
https://www.swiggy.com/restaurants/ghar-ka-khana-thane-mumbai-258951,Ghar ka Khana,"Chinese, Indian, Fast Food",4.1•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/sanskruti-family-restaurant-upvan-west-thane-mumbai-81063,Sanskruti Family Restaurant,"North Indian, Chinese",4.1•-- MINS•₹600 FOR TWO,THANE
https://www.swiggy.com/restaurants/nashta-express-west-thane-mumbai-315719,Nashta Express,"Home Food, Indian",4.2•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/new-dilli-zaika-thane-mumbai-349703,new dilli zaika,Indian,--•-- MINS•₹400 FOR TWO,THANE
https://www.swiggy.com/restaurants/foodbox-express-thane-mumbai-324783,FOODBOX EXPRESS,"Indian, Snacks",--•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/ice-villa-ice-cream-parlour-thane-mumbai-270659,Ice Villa Ice Cream Parlour,"Ice Cream, Desserts, Beverages",--•-- MINS•₹150 FOR TWO,THANE
https://www.swiggy.com/restaurants/has-juice-and-more-thane-mumbai-9664,Has Juice & More,Juices,4.5•-- MINS•₹350 FOR TWO,THANE
https://www.swiggy.com/restaurants/preeti-sandwich-thane-mumbai-290789,Preeti Sandwich,Fast Food,4.0•-- MINS•₹400 FOR TWO,THANE
https://www.swiggy.com/restaurants/copper-chimney-thane-mumbai-9662,Copper Chimney,"North Indian, Indian, Biryani, Punjabi, Kebabs, Grill, Mughlai, Desserts",4.3•-- MINS•₹800 FOR TWO,THANE
https://www.swiggy.com/restaurants/fungry-xpress-chinese-and-beyond-thane-mumbai-202607,Fungry Xpress - Chinese & Beyond,"Chinese, Asian, Thai, Burmese",3.8•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/veeraswami-the-authentic-kitchen-thane-mumbai-233595,Veeraswami The Authentic Kitchen,"Chinese, Indian",--•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/beerwings-castle-mill-thane-mumbai-21065,Beerwings,"North Indian, Chinese, Continental, Italian",--•-- MINS•₹900 FOR TWO,THANE
https://www.swiggy.com/restaurants/biryani-house-pokhran-road-west-thane-mumbai-34022,Biryani House,"Indian, Chinese",4.1•-- MINS•₹550 FOR TWO,THANE
https://www.swiggy.com/restaurants/mummys-kitchen-shreenagar-thane-mumbai-23245,Mummy's Kitchen,Indian,4.0•-- MINS•₹250 FOR TWO,THANE
https://www.swiggy.com/restaurants/mahabaleshwar-juice-centre-west-thane-mumbai-73341,Mahabaleshwar Juice Centre,"Juices, Beverages",4.4•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/bombay-charcoal-thane-mumbai-358017,Bombay Charcoal,"Indian, Chinese, Tandoor, Biryani, Fast Food",--•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/wow-momo-foodcourt-viviana-mall-thane-mumbai-35591,Wow! Momo,"Tibetan, Fast Food, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts,...",4.1•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/bella-mozzarella-thane-mumbai-314955,Bella mozzarella,"Pizzas, Italian, Fast Food",3.3•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/the-spicy-route-thane-mumbai-333244,The Spicy Route,"Indian, Pizzas, Biryani, Kerala, Pastas, Thai",--•-- MINS•₹450 FOR TWO,THANE
https://www.swiggy.com/restaurants/desire-manpada-west-thane-mumbai-35357,Desire,Chinese,4.1•-- MINS•₹600 FOR TWO,THANE
https://www.swiggy.com/restaurants/janseva-poli-bhaji-kendra-thane-mumbai-382002,JANSEVA POLI BHAJI KENDRA,"Indian, Desserts, Thalis, Snacks",--•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/swamys-idli-tiffin-llp-dhokali-kolshet-thane-mumbai-35354,Swamy's Idli Tiffin LLP,"South Indian, Beverages, Snacks, Fast Food",4.0•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/hotel-rainbow-khopat-west-thane-mumbai-87996,Hotel Rainbow,"Chinese, Indian",3.6•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/goras-gruh-thane-mumbai-283960,GORAS GRUH,South Indian,4.5•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/tasca-oriental-cuisine-thane-mumbai-54955,TASCA Oriental Cuisine,"Asian, Chinese, Pan-Asian, Sushi, Thai, Japanese, Seafood, Oriental",4.2•-- MINS•₹500 FOR TWO,THANE
https://www.swiggy.com/restaurants/da-desi-dhaba-thane-mumbai-344489,Da Desi Dhaba,"Biryani, Indian",--•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/box8-desi-meals-panchpakhadi-thane-mumbai-289325,BOX8 - Desi Meals,"North Indian, Biryani, Fast Food, Combo, Snacks",4.0•-- MINS•₹250 FOR TWO,THANE
https://www.swiggy.com/restaurants/saiemaas-thane-mumbai-300564,SAIEMAAS,Fast Food,--•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/cookie-man-thane-mumbai-372312,Cookie Man,"Australian, Bakery, Snacks",--•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/wah-maratha-thane-mumbai-147083,wah maratha,Goan,--•-- MINS•₹600 FOR TWO,THANE
https://www.swiggy.com/restaurants/mercury-restaurant-panch-pakhadi-west-thane-mumbai-95126,Mercury Restaurant,Indian,4.3•-- MINS•₹500 FOR TWO,THANE
https://www.swiggy.com/restaurants/pomchow-uthalsar-thane-mumbai-234670,Pomchow,"Chinese, Thai",3.9•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/ak-restaurant-thane-mumbai-147080,Ak restaurant,"Chinese, Tandoor",--•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/pok-paranthas-oor-kebabs-uthalsar-thane-mumbai-234672,POK - Paranthas Oor Kebabs,"Kebabs, Tandoor, Indian",4.3•-- MINS•₹200 FOR TWO,THANE
https://www.swiggy.com/restaurants/love-and-cheesecake-thane-mumbai-74440,Love & Cheesecake,"Desserts, Bakery",4.4•-- MINS•₹900 FOR TWO,THANE
https://www.swiggy.com/restaurants/bhagat-tarachand-thane-mumbai-230190,Bhagat Tarachand,North Indian,4.2•-- MINS•₹300 FOR TWO,THANE
https://www.swiggy.com/restaurants/ab-multicusine-thane-mumbai-361432,AB MULTICUSINE,Fast Food,--•-- MINS•₹400 FOR TWO,THANE
https://www.swiggy.com/restaurants/speedy-asian-thane-mumbai-384775,Speedy Asian,Chinese,--•-- MINS•₹500 FOR TWO,THANE
